Pop,Cohort,Bench,Position,Envelope 1 Biomass (g),Envelope 2 Biomass (g),Envelope 3 Biomass (g),Below Ground Biomass (g) STTO-BH,Notes 
STDR2,cohort 8,1,D12,,,,,NO PLANT
STDR2,cohort 8,1,D14,,,,,NO PLANT
STTO_BH,blank,3,C05,,,,,
STDR2,cohort 1,2,A09,,,,,
STDR2,cohort 1,2,A11,0.0254,,,,
STDR2,cohort 1,2,B02,,,,,
STDR2,cohort 1,2,C01,0.0031,,,,
STDR2,cohort 1,2,C13,0.0096,,,,
STDR2,cohort 1,2,G13,0.0256,,,,
STDR2,cohort 2,2,C05,0.0107,,,,
STDR2,cohort 2,2,C07,0.0082,,,,
STDR2,cohort 2,2,D02,0.008,,,,
STDR2,cohort 2,2,E05,0.0075,,,,
STDR2,cohort 2,2,E09,0.0068,,,,
STDR2,cohort 2,2,F04,0.0083,,,,
STDR2,cohort 3,2,B06,0.0047,,,,
STDR2,cohort 3,2,B10,0.0067,,,,
STDR2,cohort 3,2,D08,0.0026,,,,
STDR2,cohort 3,2,G01,0.0058,,,,
STDR2,cohort 3,2,G09,0.0021,,,,
STDR2,cohort 3,2,G11,,,,,NO PLANT
STDR2,cohort 4,2,A01,0.0188,,,,
STDR2,cohort 4,2,A03,0.0296,,,,
STDR2,cohort 4,2,D12,0.0101,,,,
STDR2,cohort 4,2,D14,0.01,,,,
STDR2,cohort 4,2,F02,0.0184,,,,
STDR2,cohort 4,2,F10,0.021,,,,
STDR2,cohort 5,2,A07,0.0162,,,,
STDR2,cohort 5,2,E01,,,,,
STDR2,cohort 5,2,E07,0.0072,0.0104,,,
STDR2,cohort 5,2,F08,0.006,,,,
STDR2,cohort 5,2,F12,0.0091,,,,
STDR2,cohort 5,2,G05,,,,,NO PLANT
STDR2,cohort 6,2,A13,0.006,,,,
STDR2,cohort 6,2,C09,0.0098,,,,
STDR2,cohort 6,2,C11,0.0095,,,,
STDR2,cohort 6,2,D04,,,,,NO PLANT
STDR2,cohort 6,2,E11,,,,,NO PLANT
STDR2,cohort 6,2,F14,,,,,NO PLANT
STDR2,cohort 7,2,A05,,,,,NO PLANT
STDR2,cohort 7,2,B12,,,,,NO PLANT
STDR2,cohort 7,2,B14,,,,,NO PLANT
STDR2,cohort 7,2,D06,,,,,NO PLANT
STDR2,cohort 7,2,D10,,,,,NO PLANT
STDR2,cohort 7,2,E03,,,,,NO PLANT
STDR2,cohort 8,2,B04,,,,,NO PLANT
STDR2,cohort 8,2,B08,,,,,NO PLANT
STDR2,cohort 8,2,C03,,,,,NO PLANT
STDR2,cohort 8,2,E13,,,,,NO PLANT
STDR2,cohort 8,2,G03,,,,,NO PLANT
STDR2,cohort 8,2,G07,,,,,NO PLANT
STTO_TM2,blank,3,E11,,,,,
STDR2,cohort 1,3,A03,0.0067,,,,
STDR2,cohort 1,3,A05,0.0109,,,,
STDR2,cohort 1,3,A13,0.0135,,,,
STDR2,cohort 1,3,B12,0.0075,,,,
STDR2,cohort 1,3,C13,0.0065,,,,
STDR2,cohort 1,3,G11,0.0068,,,,
STDR2,cohort 2,3,B06,0.0093,,,,
STDR2,cohort 2,3,B14,0.0048,,,,
STDR2,cohort 2,3,F06,,,,,
STDR2,cohort 2,3,G05,0.0124,,,,
STDR2,cohort 2,3,G07,0.0082,,,,
STDR2,cohort 2,3,G13,0.0067,,,,
STDR2,cohort 3,3,A01,0.0021,,,,
STDR2,cohort 3,3,C09,0.0053,,,,
STDR2,cohort 3,3,C11,,,,,
STDR2,cohort 3,3,D06,0.0121,,,,
STDR2,cohort 3,3,E01,,,,,NO PLANT
STDR2,cohort 3,3,F14,,,,,NO PLANT
STDR2,cohort 4,3,B04,0.0095,,,,
STDR2,cohort 4,3,D08,0.0097,,,,
STDR2,cohort 4,3,D12,0.0029,,,,
STDR2,cohort 4,3,D14,0.0067,,,,
STDR2,cohort 4,3,E09,0.0194,,,,
STDR2,cohort 4,3,E11,0.0214,,,,
STDR2,cohort 5,3,C01,0.0089,,,,
STDR2,cohort 5,3,C03,0.0093,,,,
STDR2,cohort 5,3,D10,0.0119,,,,
STDR2,cohort 5,3,E07,0.017,,,,
STDR2,cohort 5,3,F02,,,,,NO PLANT
STDR2,cohort 5,3,G09,0.0198,,,,
STDR2,cohort 6,3,B02,,,,,NO PLANT
STDR2,cohort 6,3,D02,0.0086,,,,
STDR2,cohort 6,3,F04,0.0043,,,,
STDR2,cohort 6,3,F08,,,,,NO PLANT
STDR2,cohort 6,3,F12,,,,,NO PLANT
STDR2,cohort 6,3,G01,,,,,NO PLANT
STDR2,cohort 7,3,A09,,,,,NO PLANT
STDR2,cohort 7,3,B08,,,,,NO PLANT
STDR2,cohort 7,3,B10,,,,,NO PLANT
STDR2,cohort 7,3,C05,,,,,NO PLANT
STDR2,cohort 7,3,C07,,,,,NO PLANT
STDR2,cohort 7,3,F10,,,,,NO PLANT
STDR2,cohort 8,3,A11,,,,,NO PLANT
STDR2,cohort 8,3,D04,,,,,NO PLANT
STDR2,cohort 8,3,E03,,,,,NO PLANT
STDR2,cohort 8,3,E05,,,,,NO PLANT
STDR2,cohort 8,3,E13,,,,,NO PLANT
STDR2,cohort 8,3,G03,,,,,NO PLANT
STDI,blank,3,C11,,,,,
STDR2,cohort 1,4,B02,0.0046,,,,
STDR2,cohort 1,4,C03,0.006,,,,
STDR2,cohort 1,4,C07,0.0087,,,,
STDR2,cohort 1,4,E09,0.0205,,,,
STDR2,cohort 1,4,F04,0.0042,,,,
STDR2,cohort 1,4,F06,0.0081,,,,
STDR2,cohort 2,4,B12,0.011,,,,
STDR2,cohort 2,4,D04,0.0202,,,,
STDR2,cohort 2,4,D08,0.0051,,,,
STDR2,cohort 2,4,E13,0.0141,,,,
STDR2,cohort 2,4,F10,0.0074,,,,
STDR2,cohort 2,4,G09,0.0029,,,,
STDR2,cohort 3,4,D02,0.0035,,,,
STDR2,cohort 3,4,D14,0.0035,,,,
STDR2,cohort 3,4,E07,0.0028,,,,
STDR2,cohort 3,4,F02,,,,,NO PLANT
STDR2,cohort 3,4,F08,,,,,NO PLANT
STDR2,cohort 3,4,G11,0.0128,,,,
STDR2,cohort 4,4,A05,0.019,,,,
STDR2,cohort 4,4,G01,0.0184,,,,
STDR2,cohort 4,4,G03,0.0076,,,,
STDR2,cohort 4,4,G05,0.0055,,,,
STDR2,cohort 4,4,G07,0.0093,,,,
STDR2,cohort 4,4,G13,0.0076,,,,
STDR2,cohort 5,4,B04,0.0059,,,,
STDR2,cohort 5,4,C01,0.0114,,,,
STDR2,cohort 5,4,C05,,,,,NO PLANT
STDR2,cohort 5,4,C09,,,,,NO PLANT
STDR2,cohort 5,4,C11,0.0071,,,,
STDR2,cohort 5,4,D06,0.0155,,,,
STDR2,cohort 6,4,A03,0.0115,,,,
STDR2,cohort 6,4,B06,0.0031,,,,
STDR2,cohort 6,4,C13,0.0071,,,,
STDR2,cohort 6,4,D12,,,,,NO PLANT
STDR2,cohort 6,4,E01,,,,,NO PLANT
STDR2,cohort 6,4,F14,,,,,NO PLANT
STDR2,cohort 7,4,A09,,,,,NO PLANT
STDR2,cohort 7,4,A11,,,,,NO PLANT
STDR2,cohort 7,4,A13,,,,,NO PLANT
STDR2,cohort 7,4,B08,,,,,NO PLANT
STDR2,cohort 7,4,E03,,,,,NO PLANT
STDR2,cohort 7,4,F12,,,,,NO PLANT
STDR2,cohort 8,4,A01,0.019,,,,
STDR2,cohort 8,4,A07,,,,,NO PLANT
STDR2,cohort 8,4,B10,,,,,NO PLANT
STDR2,cohort 8,4,B14,,,,,NO PLANT
STDR2,cohort 8,4,D10,,,,,NO PLANT
STDR2,cohort 8,4,E11,,,,,NO PLANT
CAAM,blank,3,E01,,,,,
STGL1,cohort 1,1,A13,0.0053,,,,
STGL1,cohort 1,1,B08,0.0032,,,,
STGL1,cohort 1,1,B10,0.0113,,,,NO PLANT
STGL1,cohort 1,1,D14,0.0055,,,,
STGL1,cohort 1,1,E11,0.0044,,,,
STGL1,cohort 1,1,G13,0.004,,,,
STGL1,cohort 2,1,A09,0.0051,,,,
STGL1,cohort 2,1,C01,,,,,NO PLANT
STGL1,cohort 2,1,C07,0.0175,,,,
STGL1,cohort 2,1,F08,,,,,NO PLANT
STGL1,cohort 2,1,F12,0.0375,,,,
STGL1,cohort 2,1,G03,0.0534,,,,
STGL1,cohort 3,1,A11,0.0035,,,,
STGL1,cohort 3,1,D02,0.0073,,,,
STGL1,cohort 3,1,D08,0.0067,,,,
STGL1,cohort 3,1,D12,0.0009,,,,
STGL1,cohort 3,1,E13,,,,,NO PLANT
STGL1,cohort 3,1,G05,,,,,NO PLANT
STGL1,cohort 4,1,A01,0.01,,,,
STGL1,cohort 4,1,A05,0.0275,,,,
STGL1,cohort 4,1,B06,,,,,NO PLANT
STGL1,cohort 4,1,C11,,,,,NO PLANT
STGL1,cohort 4,1,D04,0.0055,,,,
STGL1,cohort 4,1,F06,0.0103,,,,
STGL1,cohort 5,1,B12,0.0118,,,,
STGL1,cohort 5,1,C09,0.0096,,,,
STGL1,cohort 5,1,C13,0.0152,,,,
STGL1,cohort 5,1,D06,0.0111,,,,
STGL1,cohort 5,1,D10,,,,,NO PLANT
STGL1,cohort 5,1,F14,,,,,NO PLANT
STGL1,cohort 6,1,A03,0.0072,,,,
STGL1,cohort 6,1,E03,,,,,NO PLANT
STGL1,cohort 6,1,E05,,,,,NO PLANT
STGL1,cohort 6,1,E07,,,,,NO PLANT
STGL1,cohort 6,1,E09,,,,,NO PLANT
STGL1,cohort 6,1,G09,,,,,NO PLANT
STGL1,cohort 7,1,B02,,,,,NO PLANT
STGL1,cohort 7,1,B04,,,,,NO PLANT
STGL1,cohort 7,1,C03,,,,,NO PLANT
STGL1,cohort 7,1,F02,,,,,NO PLANT
STGL1,cohort 7,1,F10,,,,,NO PLANT
STGL1,cohort 7,1,G01,,,,,NO PLANT
STGL1,cohort 8,1,A07,,,,,NO PLANT
STGL1,cohort 8,1,B14,,,,,NO PLANT
STGL1,cohort 8,1,C05,,,,,NO PLANT
STGL1,cohort 8,1,E01,,,,,NO PLANT
STGL1,cohort 8,1,F04,,,,,NO PLANT
STGL1,cohort 8,1,G11,,,,,NO PLANT
STGL1,blank,3,G01,,,,,
STGL1,cohort 1,2,B04,0.0058,,,,
STGL1,cohort 1,2,B14,0.0056,,,,
STGL1,cohort 1,2,C05,0.0039,,,,
STGL1,cohort 1,2,E13,0.0023,,,,
STGL1,cohort 1,2,F10,0.0057,,,,
STGL1,cohort 1,2,F12,0.0189,,,,
STGL1,cohort 2,2,A07,0.0177,,,,
STGL1,cohort 2,2,A09,,,,,NO PLANT
STGL1,cohort 2,2,B10,0.0101,,,,
STGL1,cohort 2,2,F04,0.0107,,,,
STGL1,cohort 2,2,F14,,,,,NO PLANT
STGL1,cohort 2,2,G07,0.0105,,,,
STGL1,cohort 3,2,B12,,,,,
STGL1,cohort 3,2,C01,0.005,,,,
STGL1,cohort 3,2,C13,0.0024,,,,
STGL1,cohort 3,2,D12,0.0636,,,,
STGL1,cohort 3,2,E07,,,,,NO PLANT
STGL1,cohort 3,2,G13,,,,,NO PLANT
STGL1,cohort 4,2,B02,,,,,NO PLANT
STGL1,cohort 4,2,B06,,,,,NO PLANT
STGL1,cohort 4,2,C09,0.0149,,,,
STGL1,cohort 4,2,D02,0.0101,,,,
STGL1,cohort 4,2,D04,0.0155,,,,
STGL1,cohort 4,2,F06,0.0164,,,,
STGL1,cohort 5,2,A05,0.0099,,,,
STGL1,cohort 5,2,A11,0.0052,,,,
STGL1,cohort 5,2,D06,0.0037,,,,
STGL1,cohort 5,2,E03,,,,,NO PLANT
STGL1,cohort 5,2,E09,,,,,NO PLANT
STGL1,cohort 5,2,G05,0.0108,,,,
STGL1,cohort 6,2,A01,0.0115,,,,
STGL1,cohort 6,2,A03,,,,,NO PLANT
STGL1,cohort 6,2,C03,,,,,NO PLANT
STGL1,cohort 6,2,F02,,,,,NO PLANT
STGL1,cohort 6,2,F08,,,,,NO PLANT
STGL1,cohort 6,2,G03,,,,,NO PLANT
STGL1,cohort 7,2,A13,,,,,NO PLANT
STGL1,cohort 7,2,B08,,,,,NO PLANT
STGL1,cohort 7,2,C07,,,,,NO PLANT
STGL1,cohort 7,2,C11,,,,,NO PLANT
STGL1,cohort 7,2,E05,,,,,NO PLANT
STGL1,cohort 7,2,G09,,,,,NO PLANT
STGL1,cohort 8,2,D08,,,,,NO PLANT
STGL1,cohort 8,2,D10,,,,,NO PLANT
STGL1,cohort 8,2,D14,,,,,NO PLANT
STGL1,cohort 8,2,E01,,,,,NO PLANT
STGL1,cohort 8,2,G01,,,,,NO PLANT
STGL1,cohort 8,2,G11,,,,,NO PLANT
STPO,blank,3,G07,,,,,
STGL1,cohort 1,3,A01,0.0098,,,,
STGL1,cohort 1,3,D02,,,,,
STGL1,cohort 1,3,E11,0.0491,,,,
STGL1,cohort 1,3,F14,0.0139,,,,
STGL1,cohort 1,3,G03,,,,,
STGL1,cohort 1,3,G11,0.0118,,,,
STGL1,cohort 2,3,B04,0.0062,,,,
STGL1,cohort 2,3,C07,0.0224,,,,
STGL1,cohort 2,3,E03,0.0179,,,,
STGL1,cohort 2,3,F06,0.0095,,,,
STGL1,cohort 2,3,F10,0.0123,,,,
STGL1,cohort 2,3,G09,0.0161,,,,
STGL1,cohort 3,3,A03,,,,,NO PLANT
STGL1,cohort 3,3,A07,0.0039,,,,
STGL1,cohort 3,3,A11,0.0009,,,,
STGL1,cohort 3,3,B12,,,,,
STGL1,cohort 3,3,D08,,,,,NO PLANT
STGL1,cohort 3,3,E09,,,,,NO PLANT
STGL1,cohort 4,3,A05,,,,,NO PLANT
STGL1,cohort 4,3,C13,0.0057,,,,
STGL1,cohort 4,3,D12,0.0188,,,,
STGL1,cohort 4,3,E07,,,,,NO PLANT
STGL1,cohort 4,3,F04,0.0126,,,,
STGL1,cohort 4,3,F12,0.0119,,,,
STGL1,cohort 5,3,B06,0.0065,,,,
STGL1,cohort 5,3,B08,0.0133,,,,
STGL1,cohort 5,3,D04,0.0238,,,,
STGL1,cohort 5,3,D14,,,,,NO PLANT
STGL1,cohort 5,3,G05,,,,,NO PLANT
STGL1,cohort 5,3,G07,,,,,NO PLANT
STGL1,cohort 6,3,B14,0.0077,,,,
STGL1,cohort 6,3,C03,,,,,NO PLANT
STGL1,cohort 6,3,D06,,,,,NO PLANT
STGL1,cohort 6,3,E05,,,,,NO PLANT
STGL1,cohort 6,3,F02,,,,,NO PLANT
STGL1,cohort 6,3,F08,,,,,NO PLANT
STGL1,cohort 7,3,A09,,,,,NO PLANT
STGL1,cohort 7,3,B10,,,,,NO PLANT
STGL1,cohort 7,3,C11,,,,,NO PLANT
STGL1,cohort 7,3,D10,,,,,NO PLANT
STGL1,cohort 7,3,E01,,,,,NO PLANT
STGL1,cohort 7,3,G13,,,,,NO PLANT
STGL1,cohort 8,3,A13,,,,,NO PLANT
STGL1,cohort 8,3,B02,,,,,NO PLANT
STGL1,cohort 8,3,C01,,,,,NO PLANT
STGL1,cohort 8,3,C05,,,,,NO PLANT
STGL1,cohort 8,3,C09,,,,,NO PLANT
STGL1,cohort 8,3,E13,,,,,NO PLANT
CAIN4,blank,3,G13,,,,,
STGL1,cohort 1,4,A01,0.0008,,,,
STGL1,cohort 1,4,D12,,,,,
STGL1,cohort 1,4,E09,,,,,
STGL1,cohort 1,4,F12,,,,,
STGL1,cohort 1,4,G05,0.0139,,,,
STGL1,cohort 1,4,G13,,,,,
STGL1,cohort 2,4,A05,0.0095,,,,
STGL1,cohort 2,4,C03,0.0138,,,,
STGL1,cohort 2,4,D08,,,,,NO PLANT
STGL1,cohort 2,4,E11,,,,,
STGL1,cohort 2,4,F04,0.0097,,,,
STGL1,cohort 2,4,G09,0.006,,,,
STGL1,cohort 3,4,B02,0.0167,,,,
STGL1,cohort 3,4,B04,0.0026,,,,
STGL1,cohort 3,4,C01,0.0081,,,,
STGL1,cohort 3,4,C13,0.0306,0.0143,,,
STGL1,cohort 3,4,E01,,,,,NO PLANT
STGL1,cohort 3,4,E05,,,,,NO PLANT
STGL1,cohort 4,4,A13,0.0181,0.0127,,,
STGL1,cohort 4,4,B08,,,,,NO PLANT
STGL1,cohort 4,4,B12,0.016,,,,
STGL1,cohort 4,4,E07,0.0121,,,,
STGL1,cohort 4,4,F14,0.0069,,,,
STGL1,cohort 4,4,G11,,,,,NO PLANT
STGL1,cohort 5,4,B14,,,,,
STGL1,cohort 5,4,C09,0.0141,,,,
STGL1,cohort 5,4,D04,,,,,NO PLANT
STGL1,cohort 5,4,D10,,,,,NO PLANT
STGL1,cohort 5,4,D14,,,,,NO PLANT
STGL1,cohort 5,4,G01,0.0114,,,,
STGL1,cohort 6,4,A03,,,,,NO PLANT
STGL1,cohort 6,4,A11,0.0062,,,,
STGL1,cohort 6,4,D06,,,,,NO PLANT
STGL1,cohort 6,4,E03,,,,,NO PLANT
STGL1,cohort 6,4,F10,,,,,NO PLANT
STGL1,cohort 6,4,G07,,,,,NO PLANT
STGL1,cohort 7,4,A07,,,,,NO PLANT
STGL1,cohort 7,4,B06,,,,,NO PLANT
STGL1,cohort 7,4,C07,,,,,NO PLANT
STGL1,cohort 7,4,D02,,,,,NO PLANT
STGL1,cohort 7,4,E13,,,,,NO PLANT
STGL1,cohort 7,4,F02,,,,,NO PLANT
STGL1,cohort 8,4,A09,,,,,NO PLANT
STGL1,cohort 8,4,B10,,,,,NO PLANT
STGL1,cohort 8,4,C11,,,,,NO PLANT
STGL1,cohort 8,4,F06,,,,,NO PLANT
STGL1,cohort 8,4,F08,,,,,NO PLANT
STGL1,cohort 8,4,G03,,,,,NO PLANT
CAIN3,blank,3,B08,,,,,
STIN,cohort 1,1,A09,0.0102,,,,
STIN,cohort 1,1,B06,0.0219,,,,
STIN,cohort 1,1,B14,0.0179,,,,
STIN,cohort 1,1,D10,0.0107,,,,
STIN,cohort 1,1,D14,0.0106,,,,
STIN,cohort 1,1,F04,0.0221,,,,
STIN,cohort 2,1,D02,0.0299,,,,
STIN,cohort 2,1,D08,0.0084,,,,
STIN,cohort 2,1,F10,0.0152,,,,
STIN,cohort 2,1,F14,0.015,,,,
STIN,cohort 2,1,G03,0.0048,,,,
STIN,cohort 2,1,G07,0.0092,,,,
STIN,cohort 3,1,C03,0.0185,,,,
STIN,cohort 3,1,C13,0.0082,,,,
STIN,cohort 3,1,E05,,,,,No plant
STIN,cohort 3,1,E11,0.0136,,,,
STIN,cohort 3,1,F06,0.0173,,,,
STIN,cohort 3,1,F12,0.0167,,,,
STIN,cohort 4,1,A01,0.007,,,,
STIN,cohort 4,1,B08,0.0116,,,,
STIN,cohort 4,1,B12,0.0046,,,,
STIN,cohort 4,1,C05,0.0057,,,,
STIN,cohort 4,1,C07,0.0101,,,,
STIN,cohort 4,1,G13,0.0179,,,,
STIN,cohort 5,1,A13,0.0046,,,,
STIN,cohort 5,1,B04,0.0529,,,,
STIN,cohort 5,1,B10,0.0117,,,,
STIN,cohort 5,1,E07,0.0066,,,,
STIN,cohort 5,1,G05,0.006,,,,
STIN,cohort 5,1,G11,0.0058,,,,
STIN,cohort 6,1,A05,0.0002,,,,
STIN,cohort 6,1,C01,0.0059,,,,
STIN,cohort 6,1,C11,0.0049,,,,
STIN,cohort 6,1,D06,0.0018,,,,
STIN,cohort 6,1,E01,0.004,,,,
STIN,cohort 6,1,F08,0.0074,,,,
STIN,cohort 7,1,A03,0.005,,,,
STIN,cohort 7,1,A11,0.007,,,,
STIN,cohort 7,1,B02,0.0049,,,,
STIN,cohort 7,1,D04,0.0029,,,,
STIN,cohort 7,1,F02,0.0043,,,,
STIN,cohort 7,1,G09,0.0024,,,,NO PLANT
STIN,cohort 8,1,A07,0.0066,,,,
STIN,cohort 8,1,C09,0.0068,,,,
STIN,cohort 8,1,E03,0.0145,,,,
STIN,cohort 8,1,E09,0.0014,,,,
STIN,cohort 8,1,E13,0.0052,,,,
STIN,cohort 8,1,G01,0.0055,,,,
CACO1,blank,3,B12,,,,,
STIN,cohort 1,2,A07,0.0049,,,,
STIN,cohort 1,2,B06,0.009,,,,
STIN,cohort 1,2,C01,0.0516,,,,
STIN,cohort 1,2,C11,0.0169,,,,
STIN,cohort 1,2,E07,0.0119,,,,
STIN,cohort 1,2,F06,0.0129,,,,
STIN,cohort 2,2,C13,0.007,,,,
STIN,cohort 2,2,D04,,,,,
STIN,cohort 2,2,F02,0.0091,,,,
STIN,cohort 2,2,F08,0.0154,,,,
STIN,cohort 2,2,G03,0.0094,,,,
STIN,cohort 2,2,G09,0.0143,,,,
STIN,cohort 3,2,A03,0.01,,,,
STIN,cohort 3,2,B08,0.0087,,,,
STIN,cohort 3,2,B14,0.0165,,,,
STIN,cohort 3,2,C03,0.0154,,,,
STIN,cohort 3,2,F14,0.0082,,,,
STIN,cohort 3,2,G05,0.0168,,,,
STIN,cohort 4,2,A05,0.0061,,,,
STIN,cohort 4,2,C07,0.0128,,,,
STIN,cohort 4,2,D12,0.012,,,,
STIN,cohort 4,2,E01,0.0193,,,,
STIN,cohort 4,2,E03,0.0108,0.0104,,,
STIN,cohort 4,2,E11,0.0081,,,,
STIN,cohort 5,2,A09,0.0084,,,,
STIN,cohort 5,2,A11,0.0024,,,,
STIN,cohort 5,2,A13,0.0073,,,,
STIN,cohort 5,2,E13,0.0067,,,,
STIN,cohort 5,2,G07,0.007,,,,
STIN,cohort 5,2,G11,0.0137,,,,
STIN,cohort 6,2,B02,0.0046,,,,
STIN,cohort 6,2,D14,0.0076,,,,
STIN,cohort 6,2,F04,0.0037,,,,
STIN,cohort 6,2,F10,0.0039,,,,
STIN,cohort 6,2,F12,0.0009,,,,
STIN,cohort 6,2,G13,0.0028,,,,
STIN,cohort 7,2,C05,,,,,
STIN,cohort 7,2,C09,0.0025,,,,
STIN,cohort 7,2,D02,0.0088,,,,
STIN,cohort 7,2,D06,0.0062,,,,
STIN,cohort 7,2,D08,0.0058,,,,
STIN,cohort 7,2,E09,,,,,NO PLANT
STIN,cohort 8,2,A01,0.0029,,,,
STIN,cohort 8,2,B04,0.0041,,,,
STIN,cohort 8,2,B12,0.0039,,,,
STIN,cohort 8,2,D10,0.0028,,,,
STIN,cohort 8,2,E05,0.0017,,,,
STIN,cohort 8,2,G01,0.0041,,,,
STTO_BH,blank,4,F06,,,,,
STIN,cohort 1,3,A05,0.0244,,,,
STIN,cohort 1,3,A11,0.0058,,,,
STIN,cohort 1,3,C03,0.0225,,,,
STIN,cohort 1,3,D04,0.0184,,,,
STIN,cohort 1,3,D12,0.0363,,,,
STIN,cohort 1,3,E07,0.02,,,,
STIN,cohort 2,3,A03,0.0111,,,,
STIN,cohort 2,3,A13,0.0106,,,,
STIN,cohort 2,3,B08,0.0118,,,,
STIN,cohort 2,3,D10,0.0147,,,,
STIN,cohort 2,3,G07,0.0113,,,,
STIN,cohort 2,3,G11,,,,,
STIN,cohort 3,3,B06,,,,,NO PLANT
STIN,cohort 3,3,D02,0.0088,,,,
STIN,cohort 3,3,E01,0.0074,,,,
STIN,cohort 3,3,E09,0.0165,,,,
STIN,cohort 3,3,F02,0.0127,,,,
STIN,cohort 3,3,G09,0.0121,,,,
STIN,cohort 4,3,B14,0.0034,,,,
STIN,cohort 4,3,C09,0.0094,,,,
STIN,cohort 4,3,C13,0.0098,,,,
STIN,cohort 4,3,F12,0.0147,,,,
STIN,cohort 4,3,G05,0.0061,,,,
STIN,cohort 4,3,G13,0.0133,,,,
STIN,cohort 5,3,D06,0.0065,,,,
STIN,cohort 5,3,E13,0.0066,,,,
STIN,cohort 5,3,F04,0.0034,,,,
STIN,cohort 5,3,F06,0.0113,,,,
STIN,cohort 5,3,F08,0.012,,,,
STIN,cohort 5,3,F10,0.0071,,,,
STIN,cohort 6,3,A01,0.0096,,,,
STIN,cohort 6,3,A07,0.0067,,,,
STIN,cohort 6,3,B02,0.0066,,,,
STIN,cohort 6,3,C01,0.0093,,,,
STIN,cohort 6,3,C11,0.0036,,,,
STIN,cohort 6,3,E05,0.0039,,,,
STIN,cohort 7,3,B04,0.0041,,,,
STIN,cohort 7,3,B12,0.0018,,,,
STIN,cohort 7,3,C05,0.0024,,,,
STIN,cohort 7,3,D14,0.0038,,,,
STIN,cohort 7,3,E03,0.0033,,,,
STIN,cohort 7,3,G01,,,,,NO PLANT
STIN,cohort 8,3,A09,0.005,,,,
STIN,cohort 8,3,B10,0.0097,,,,
STIN,cohort 8,3,C07,0.0032,,,,
STIN,cohort 8,3,D08,0.0073,,,,
STIN,cohort 8,3,E11,0.0026,,,,
STIN,cohort 8,3,F14,0.0022,,,,
STBR3,blank,4,B08,,,,,
STIN,cohort 1,4,B10,0.0481,,,,
STIN,cohort 1,4,B12,0.0179,,,,
STIN,cohort 1,4,C03,0.032,,,,
STIN,cohort 1,4,E07,0.0165,,,,
STIN,cohort 1,4,F04,0.0165,,,,
STIN,cohort 1,4,F08,0.0091,,,,
STIN,cohort 2,4,D10,0.0157,,,,
STIN,cohort 2,4,E01,0.0121,,,,
STIN,cohort 2,4,E05,0.0096,,,,
STIN,cohort 2,4,F12,0.0136,,,,
STIN,cohort 2,4,G11,0.0125,,,,
STIN,cohort 2,4,G13,0.0117,,,,
STIN,cohort 3,4,A05,0.0112,,,,
STIN,cohort 3,4,C01,0.0132,,,,
STIN,cohort 3,4,D02,0.0135,,,,
STIN,cohort 3,4,D04,0.0143,,,,
STIN,cohort 3,4,G05,0.0213,,,,
STIN,cohort 3,4,G09,,,,,
STIN,cohort 4,4,A03,0.0116,,,,
STIN,cohort 4,4,B02,0.0093,,,,
STIN,cohort 4,4,C07,0.0105,,,,
STIN,cohort 4,4,D06,0.012,,,,
STIN,cohort 4,4,F10,0.0098,,,,
STIN,cohort 4,4,F14,0.0194,,,,
STIN,cohort 5,4,A01,0.0076,,,,
STIN,cohort 5,4,B04,0.0067,0.0071,,,
STIN,cohort 5,4,B08,0.0119,,,,
STIN,cohort 5,4,B14,0.0062,0.0041,,,
STIN,cohort 5,4,C13,0.0062,,,,
STIN,cohort 5,4,G03,0.0071,,,,
STIN,cohort 6,4,A11,0.008,,,,NO PLANT
STIN,cohort 6,4,B06,,,,,
STIN,cohort 6,4,C05,0.0065,,,,
STIN,cohort 6,4,C09,0.0065,,,,
STIN,cohort 6,4,E03,0.0097,,,,
STIN,cohort 6,4,G01,0.0101,,,,
STIN,cohort 7,4,A09,0.0092,,,,
STIN,cohort 7,4,A13,0.0045,,,,
STIN,cohort 7,4,D08,,,,,
STIN,cohort 7,4,E09,0.0022,,,,
STIN,cohort 7,4,E13,0.0018,,,,
STIN,cohort 7,4,F06,,,,,NO PLANT
STIN,cohort 8,4,C11,0.004,,,,
STIN,cohort 8,4,D12,0.0014,,,,
STIN,cohort 8,4,D14,0.0045,,,,
STIN,cohort 8,4,E11,0.0041,,,,
STIN,cohort 8,4,F02,0.0029,,,,
STIN,cohort 8,4,G07,0.0115,,,,
STPO,blank,4,B06,,,,,
STPO,cohort 1,1,A07,0.0666,,,,
STPO,cohort 1,1,B04,0.0083,,,,
STPO,cohort 1,1,E09,0.0284,,,,
STPO,cohort 1,1,F02,0.0178,,,,
STPO,cohort 1,1,F06,0.0057,,,,
STPO,cohort 1,1,G03,0.0114,,,,
STPO,cohort 2,1,A09,0.0188,,,,
STPO,cohort 2,1,C07,0.0139,,,,
STPO,cohort 2,1,C11,0.0106,,,,
STPO,cohort 2,1,F12,0.012,,,,
STPO,cohort 2,1,G05,,,,,
STPO,cohort 2,1,G07,0.0077,,,,
STPO,cohort 3,1,B14,0.0306,,,,
STPO,cohort 3,1,C03,0.0171,,,,
STPO,cohort 3,1,C09,0.0327,,,,
STPO,cohort 3,1,E03,0.0152,,,,
