Bench,Block,Pop,Position,Cohort,First Bud Date,Height (cm) @ First Bud ,First Flower Date,Height (cm) @ First Flower,First Fruit Date,Height (cm) @ First Fruit,Death Date,Notes
1,6,STTO_TM2,B10,cohort 4,5/9/22,6.6,5/20/22,9.5,6/13/22,11.8,,
2,7,STPO,F04,cohort 2,4/27/22,11.2,5/20/22,16.1,6/13/22,16.9,,
3,3,STBR3,A01,cohort 2,5/6/22,4,5/23/22,2.4,6/13/22,4.8,,
3,10,STGL1,B06,cohort 5,5/13/22,5.8,5/23/22,6.7,6/13/22,7.4,,
1,9,STDI,B08,cohort 7,5/16/22,6.8,5/23/22,9.9,6/13/22,10.6,,
4,11,STDR2,E07,cohort 3,5/6/22,1.4,5/25/22,2.5,6/13/22,2.7,,
2,7,STPO,C13,cohort 5,5/11/22,10.1,5/27/22,13.6,6/13/22,14,,
1,8,STBR3,B02,cohort 2,,,5/31/22,2.5,6/13/22,3,,
3,4,STDR2,F04,cohort 6,5/25/22,3.5,5/31/22,3.8,6/13/22,5.2,,
2,12,STGL1,A11,cohort 5,5/20/22,6,5/31/22,6.9,6/13/22,7.1,,
3,7,STTO_TM2,C05,cohort 4,5/18/22,6.5,5/31/22,9.1,6/13/22,10.2,,
2,7,STPO,D04,cohort 4,5/20/22,11.8,5/31/22,15.2,6/13/22,15.8,,
1,4,STGL1,B12,cohort 5,5/20/22,4,6/3/22,5.6,6/13/22,5.7,,
2,10,STTO_TM2,B08,cohort 1,5/20/22,5.4,6/3/22,6.4,6/13/22,7,,
4,14,STDI,A13,cohort 8,5/27/22,6.8,6/3/22,9.6,6/13/22,10.6,,
3,3,STBR3,E03,cohort 3,5/31/22,3.2,,,6/13/22,3.6,,
3,3,STBR3,G03,cohort 4,5/23/22,5.2,,,6/13/22,6.2,,
1,8,STBR3,A09,cohort 3,4/20/22,7.3,5/6/22,10,6/15/22,10,,
1,5,STDR2,E09,cohort 6,5/20/22,4.2,5/25/22,5.2,6/15/22,5.7,,
2,5,STBR3,B10,cohort 1,5/6/22,4.5,5/27/22,5.4,6/15/22,6.3,,
2,5,STBR3,E05,cohort 5,5/4/22,3,5/20/22,9.2,6/17/22,9.3,,
1,5,STDR2,A05,cohort 3,3/28/22,4.2,4/4/22,7.5,4/29/22,8.5,,
1,4,STGL1,A01,cohort 4,4/4/22,3.7,4/22/22,8.8,4/29/22,10,,
2,4,STIN,A07,cohort 1,12/3/21,,12/9/21,,,,1/24/22,crispy
3,1,STIN,A11,cohort 1,12/3/21,,12/31/21,,,,1/24/22,wilted dried 1/24
1,14,CAAN1,B04,cohort 3,2/7/22,,2/21/22,5.5,,,,
1,7,CACO1,G03,cohort 2,2/18/22,,3/9/22,14.2,,,3/28/22,
4,12,CAIN4,D12,cohort 3,2/18/22,,3/14/22,12.1,,,4/27/22,
2,14,CAIN4,A13,cohort 5,,,3/21/22,5.9,,,5/23/22,"4/13/22 plant is budding, not flowering"
2,4,STIN,E03,cohort 4,3/17/22,,3/21/22,10.2,,,5/23/22,
1,11,CAIN3,E09,cohort 2,2/11/22,,3/28/22,17.1,,16,,obvious had flowers
1,12,CAAM,E11,cohort 4,3/16/22,5.2,3/28/22,8.9,,,,
1,12,CAAM,G11,cohort 4,3/18/22,5.1,3/28/22,7.3,,,,
1,11,CAIN3,D12,cohort 4,3/7/22,,3/28/22,9.4,,,5/23/22,
4,6,CAIN3,E09,cohort 1,3/14/22,6,3/30/22,7.6,,,,
4,6,CAIN3,E11,cohort 2,2/11/22,,3/30/22,7,,,,already marked for flower no data
1,12,CAAM,C05,cohort 5,3/16/22,4.3,4/4/22,12.6,,,,
1,9,STDI,B04,cohort 1,3/23/22,19.5,4/4/22,23.8,,,,
3,10,STGL1,G11,cohort 1,3/21/22,4.6,4/6/22,7.7,,,,
1,12,CAAM,A07,cohort 5,4/1/22,7.1,4/7/22,10.5,,,,
3,1,STIN,F06,cohort 5,4/6/22,3.7,4/7/22,4.1,,,,
2,7,STPO,B08,cohort 1,3/25/22,11.1,4/8/22,13.6,,,,
1,11,CAIN3,D04,cohort 4,3/18/22,6.8,4/11/22,8.5,,,,
1,13,CAIN4,E03,cohort 2,3/9/22,8.6,4/11/22,7,,,5/23/22,4/11/22 tiny but open flower
1,9,STDI,D02,cohort 1,3/23/22,22.3,4/11/22,34.7,,,,
2,13,STDI,D02,cohort 4,4/6/22,20.9,4/11/22,23.9,,,,
2,8,CAAM,A01,cohort 3,,,4/13/22,1.6,,,5/20/22,picked for bud some day as flower
4,5,CAAM,F04,cohort 2,3/16/22,4.6,4/13/22,5.5,,,,
4,8,STIN,B06,cohort 6,3/28/22,4.2,4/13/22,6.1,,,,
1,3,STPO,F12,cohort 2,3/28/22,9.5,4/13/22,11.7,,,4/25/22,
1,12,CAAM,D06,cohort 3,3/4/22,9.9,4/15/22,10.3,,,,
3,9,CAAM,B04,cohort 3,3/18/22,5.3,4/15/22,9.1,,,,
4,6,CAIN3,G13,cohort 1,3/14/22,6.8,4/15/22,10.4,,,,
3,12,CAIN4,A11,cohort 5,3/28/22,6.2,4/15/22,10.9,,,,
3,11,STPO,E03,cohort 3,3/25/22,16.2,4/18/22,24.6,,,,
4,3,STPO,E03,cohort 1,4/1/22,12,4/18/22,16.7,,,,
2,6,CAAN2,F02,cohort 1,3/28/22,2.5,4/20/22,2.5,,,,
3,2,CAAN2,A03,cohort 3,,,4/20/22,0.8,,,,marked flowering because fruit starting to develop 4/20
3,13,CAIN3,C05,cohort 4,3/25/22,7.6,4/20/22,7.9,,,,
4,3,STPO,A07,cohort 1,3/25/22,14.5,4/20/22,21.4,,,,
4,2,STBR3,B04,cohort 1,4/7/22,9.7,4/25/22,13.5,,,,
3,10,STGL1,A01,cohort 1,4/6/22,3.6,4/25/22,5.1,,,,
2,8,CAAM,B06,cohort 4,3/25/22,5.8,4/27/22,8.8,,,,
2,9,CAAN1,C01,cohort 1,4/13/22,2.2,4/27/22,2.1,,,,
2,6,CAAN2,B12,cohort 1,3/25/22,2.4,4/27/22,2.5,,,,
1,7,CACO1,C05,cohort 3,3/7/22,9.3,4/27/22,11.1,,,,
1,7,CACO1,D02,cohort 3,3/7/22,7.9,4/27/22,8.1,,,,
2,3,CAIN3,E09,cohort 1,3/7/22,,4/27/22,6.1,,,,
2,2,STDR2,G01,cohort 3,4/8/22,4.5,4/27/22,7.2,,,,
4,8,STIN,G01,cohort 6,4/20/22,2.1,4/27/22,3.6,,,,
1,3,STPO,B04,cohort 1,4/4/22,9.4,4/27/22,10.8,,,,
3,7,STTO_TM2,B14,cohort 1,4/6/22,7.1,4/29/22,15.1,,,,
4,5,CAAM,D04,cohort 3,3/16/22,3.6,5/2/22,6.6,,,,
4,5,CAAM,B08,cohort 6,4/18/22,6.3,5/2/22,10.4,,,,
4,4,CACO1,E03,cohort 4,3/25/22,8,5/2/22,14.2,,,,
1,11,CAIN3,F12,cohort 1,4/1/22,4.9,5/2/22,4.1,,,5/16/22,12/3 crispy
3,13,CAIN3,B06,cohort 4,4/6/22,2.1,5/2/22,2.2,,,,
3,13,CAIN3,D04,cohort 6,,,5/2/22,2,,,,
4,6,CAIN3,A13,cohort 4,3/30/22,5.8,5/2/22,6.2,,,5/18/22,
4,6,CAIN3,C09,cohort 4,3/30/22,15.5,5/2/22,15.5,,,,
4,6,CAIN3,F06,cohort 6,4/11/22,7.3,5/2/22,12.2,,,,
2,14,CAIN4,A03,cohort 6,4/11/22,7.6,5/2/22,10.4,,,,
4,12,CAIN4,C03,cohort 4,3/16/22,6,5/2/22,8.5,,,5/25/22,
1,8,STBR3,A13,cohort 1,4/13/22,8.3,5/2/22,14.9,,,,
4,2,STBR3,F04,cohort 1,4/13/22,6.6,5/2/22,11.5,,,,
4,11,STDR2,C03,cohort 1,4/11/22,5.7,5/2/22,6.4,,,,
2,12,STGL1,B04,cohort 1,4/13/22,3.6,5/2/22,4.9,,,,
1,2,STIN,C11,cohort 6,4/11/22,2.7,5/2/22,4.6,,,,
1,2,STIN,D04,cohort 7,4/15/22,2.1,5/2/22,3.1,,,,
3,11,STPO,A07,cohort 1,4/13/22,12.7,5/2/22,15.8,,,,
4,3,STPO,E05,cohort 2,4/20/22,10.5,5/2/22,10.2,,,,
2,10,STTO_TM2,F04,cohort 1,4/6/22,4.3,5/2/22,8.8,,,,
3,5,CAAN1,B06,cohort 5,4/29/22,3.6,5/4/22,4.1,,,,
4,9,CAAN1,D08,cohort 3,4/13/22,0.8,5/6/22,1,,,,
3,2,CAAN2,A05,cohort 6,5/6/22,1.2,5/6/22,1.2,,,,
3,8,STDI,G05,cohort 2,4/20/22,9.3,5/6/22,11.1,,,,
4,14,STDI,A07,cohort 6,5/4/22,8,5/6/22,8.2,,,,
4,7,STGL1,F14,cohort 4,5/2/22,6.5,5/6/22,8.5,,,,
4,8,STIN,A11,cohort 6,4/18/22,2.8,5/6/22,4.3,,,,
1,3,STPO,C03,cohort 3,4/20/22,8.9,5/6/22,10.3,,,,
1,3,STPO,E03,cohort 3,4/15/22,10,5/6/22,12.8,,,,
3,11,STPO,B10,cohort 2,4/13/22,13.2,5/6/22,18.4,,,5/25/22,
2,13,STDI,D08,cohort 4,5/4/22,7.1,5/9/22,7.8,,,,
1,4,STGL1,F06,cohort 4,4/25/22,4.1,5/9/22,5.2,,,,
4,8,STIN,A13,cohort 7,5/2/22,2.2,5/9/22,3.4,,,,
4,8,STIN,C11,cohort 8,5/4/22,3.6,5/9/22,5.1,,,,
3,3,STBR3,D06,cohort 3,4/25/22,10.1,5/11/22,13.8,,,,
2,13,STDI,C03,cohort 3,4/27/22,6.3,5/13/22,6.6,,,,
1,2,STIN,A05,cohort 6,4/25/22,2.1,5/13/22,2.7,,,,very small
1,3,STPO,G03,cohort 1,4/25/22,10.2,5/13/22,12.5,,,,
3,2,CAAN2,B06,cohort 6,5/4/22,5.5,5/16/22,5.6,,,,
4,4,CACO1,D04,cohort 6,4/29/22,5.6,5/16/22,10.1,,,,
1,9,STDI,B12,cohort 6,5/6/22,7.9,5/16/22,8.9,,,,
3,8,STDI,A03,cohort 6,5/6/22,6.7,5/16/22,8,,,,
4,14,STDI,C13,cohort 4,4/20/22,7.2,5/16/22,7.8,,,,
2,2,STDR2,G09,cohort 3,4/15/22,3,5/16/22,7.1,,,,
3,4,STDR2,C11,cohort 3,,,5/16/22,2.3,,,,
1,2,STIN,G01,cohort 8,5/2/22,1.2,5/16/22,3.2,,,,
1,5,STDR2,B02,cohort 3,4/20/22,1.5,5/18/22,2.5,,,,
1,2,STIN,A11,cohort 7,5/16/22,2.1,5/18/22,3.3,,,,
2,4,STIN,A01,cohort 8,5/6/22,2.4,5/18/22,3.5,,,,
4,8,STIN,E13,cohort 7,5/6/22,1.9,5/18/22,2.5,,,,
2,6,CAAN2,B04,cohort 6,5/6/22,3.5,5/20/22,6.1,,,,
1,7,CACO1,A01,cohort 5,4/1/22,7.6,5/20/22,13.8,,,,
2,3,CAIN3,D12,cohort 5,4/20/22,3.1,5/20/22,4.4,,,,
1,8,STBR3,C13,cohort 5,5/6/22,5.4,5/20/22,6.8,,,,
2,5,STBR3,F08,cohort 3,5/2/22,1.5,5/20/22,1.8,,,,
4,2,STBR3,E03,cohort 4,5/13/22,1.8,5/20/22,3.1,,,,
1,9,STDI,A09,cohort 6,5/9/22,8.1,5/20/22,8.7,,,,
3,8,STDI,C07,cohort 3,5/18/22,3.5,5/20/22,3.5,,,,
2,2,STDR2,D08,cohort 3,4/25/22,2.5,5/20/22,3.3,,,,
2,2,STDR2,C09,cohort 6,5/11/22,3.9,5/20/22,5.6,,,,
3,4,STDR2,A01,cohort 3,5/9/22,2.4,5/20/22,2.7,,,,
2,12,STGL1,A05,cohort 5,5/6/22,6.9,5/20/22,7.5,,,,
1,2,STIN,C09,cohort 8,5/6/22,2,5/20/22,3.6,,,,
2,4,STIN,B12,cohort 8,5/6/22,2.9,5/20/22,3.4,,,,
3,1,STIN,E03,cohort 7,5/4/22,4,5/20/22,5.4,,,,
3,1,STIN,C07,cohort 8,5/18/22,2.4,5/20/22,2.9,,,,
1,3,STPO,C11,cohort 2,,,5/20/22,3.8,,,,
1,3,STPO,G07,cohort 2,4/15/22,6.9,5/20/22,7.5,,,,
2,7,STPO,B10,cohort 1,5/2/22,10.1,5/20/22,12.3,,,,
4,3,STPO,C11,cohort 2,5/6/22,9.2,5/20/22,10.5,,,,
4,11,STDR2,D02,cohort 3,5/6/22,2.3,5/23/22,2.8,,,,
2,4,STIN,D10,cohort 8,5/11/22,2.8,5/23/22,4.2,,,4/15/22,
4,8,STIN,A09,cohort 7,,,5/23/22,2.8,,,,
4,8,STIN,D14,cohort 8,5/18/22,2.5,5/23/22,2.6,,,,
4,3,STPO,F04,cohort 3,5/6/22,12,5/23/22,15.1,,,,
3,3,STBR3,E11,cohort 2,4/18/22,3.9,5/25/22,4.8,,,,
3,8,STDI,A13,cohort 5,5/18/22,7.4,5/25/22,7.2,,,,
2,12,STGL1,D06,cohort 5,5/20/22,5.9,5/25/22,6.6,,,,
1,2,STIN,G09,cohort 7,5/9/22,1.6,5/25/22,3.5,,,,
1,3,STPO,B12,cohort 4,5/20/22,8.9,5/27/22,9.4,,,,
3,9,CAAM,A11,cohort 3,3/30/22,4.8,5/31/22,6.5,,,,
3,5,CAAN1,A11,cohort 2,3/28/22,1.6,5/31/22,1.2,,,,
3,5,CAAN1,A05,cohort 8,5/23/22,1.4,5/31/22,2.6,,,,
3,3,STBR3,B14,cohort 6,5/20/22,4.1,5/31/22,4.9,,,,
1,9,STDI,B14,cohort 8,5/25/22,5,5/31/22,7.3,,,,
1,2,STIN,E13,cohort 8,5/20/22,1.7,5/31/22,2.5,,,,
1,3,STPO,F02,cohort 1,5/20/22,4.2,5/31/22,4.1,,,,
1,3,STPO,A11,cohort 4,5/18/22,6.5,5/31/22,7.5,,,,
4,4,CACO1,D02,cohort 8,5/31/22,9.1,6/3/22,11.6,,,,
1,8,STBR3,G05,cohort 5,5/20/22,3.9,6/3/22,5.3,,,,
2,12,STGL1,A01,cohort 6,5/20/22,4.9,6/3/22,8.3,,,,
4,8,STIN,E09,cohort 7,5/27/22,4.8,6/3/22,5.8,,,,
4,8,STIN,F02,cohort 8,5/20/22,3.2,6/3/22,3.9,,,,
4,8,STIN,G07,cohort 8,5/31/22,2,6/3/22,2.6,,,,
1,3,STPO,G11,cohort 6,5/20/22,5.9,6/3/22,9.6,,,,
4,3,STPO,C09,cohort 2,4/13/22,6.8,6/3/22,11.1,,,,
4,3,STPO,F14,cohort 6,5/31/22,5.6,6/3/22,6.1,,,,
1,14,CAAN1,D08,cohort 6,5/20/22,2.1,6/6/22,2.6,,,,
1,8,STBR3,G11,cohort 6,5/20/22,3.1,6/6/22,3.7,,,,
3,10,STGL1,B14,cohort 6,5/31/22,6.9,6/6/22,7.1,,,,
3,1,STIN,F14,cohort 8,5/31/22,1.6,6/6/22,1.7,,,,
1,3,STPO,A03,cohort 6,5/23/22,7.6,6/6/22,10.9,,,,
3,11,STPO,A03,cohort 5,5/31/22,8.9,6/6/22,9,,,,
2,5,STBR3,G03,cohort 4,5/2/22,6.1,6/8/22,5.4,,,,
3,3,STBR3,B08,cohort 6,6/6/22,3.5,6/8/22,3.6,,,,
1,3,STPO,A01,cohort 5,5/25/22,8.1,6/10/22,10.8,,,,
1,8,STBR3,F04,cohort 5,5/6/22,6.4,6/13/22,6.9,,,,
1,8,STBR3,G03,cohort 6,5/31/22,6,6/13/22,8,,,,
2,5,STBR3,B08,cohort 5,5/16/22,4.8,6/13/22,7,,,,
2,5,STBR3,F02,cohort 5,5/25/22,3.8,6/13/22,4.4,,,,
2,5,STBR3,C13,cohort 6,6/6/22,3.5,6/13/22,3.9,,,,
2,13,STDI,A05,cohort 6,4/25/22,8.2,6/13/22,9.3,,,,
2,13,STDI,A13,cohort 8,6/6/22,6.6,6/13/22,6.6,,,,
1,4,STGL1,D02,cohort 3,4/11/22,5.1,6/13/22,5.1,,,,
2,4,STIN,E05,cohort 8,6/8/22,2.4,6/13/22,2.7,,,,
1,3,STPO,D06,cohort 6,6/6/22,5.2,6/13/22,6,,,,
2,7,STPO,F08,cohort 5,6/6/22,8.2,6/13/22,9.5,,,,
2,7,STPO,C03,cohort 6,6/6/22,12.1,6/13/22,13.9,,,,
3,11,STPO,A09,cohort 4,6/8/22,6.3,6/13/22,6.6,,,,
2,10,STTO_TM2,D06,cohort 4,5/31/22,4.4,6/13/22,5.1,,,,
2,5,STBR3,C07,cohort 7,6/6/22,4.6,6/15/22,5.4,,,,
2,7,STPO,C09,cohort 6,6/6/22,7,6/17/22,7,,,,
2,7,STPO,A07,cohort 5,5/23/22,5.4,6/18/22,6.2,,,,
1,4,STGL1,A03,cohort 6,,,,,,,6/15/22,
1,12,CAAM,D12,blank,,,,,,,,
1,12,CAAM,A03,cohort 1,,,,,,,12/31/21,
1,12,CAAM,D08,cohort 3,,,,,,,,
1,12,CAAM,D10,cohort 3,,,,,,,,
1,12,CAAM,A13,cohort 4,,,,,,,,
1,12,CAAM,B04,cohort 4,,,,,,,,
1,12,CAAM,C13,cohort 4,,,,,,,,
1,12,CAAM,C07,cohort 5,,,,,,,3/25/22,2.5 cm at death
1,12,CAAM,B14,cohort 6,5/6/22,3.1,,,,,,
1,12,CAAM,D02,cohort 6,,,,,,,,
1,12,CAAM,E05,cohort 6,,,,,,,,
1,12,CAAM,G05,cohort 6,,,,,,,,
1,12,CAAM,B06,cohort 7,,,,,,,4/1/22,1.0 cm at death
1,12,CAAM,C03,cohort 7,,,,,,,,
1,12,CAAM,C09,cohort 7,,,,,,,,
1,12,CAAM,E03,cohort 7,,,,,,,,
1,12,CAAM,E13,cohort 7,,,,,,,,
1,12,CAAM,G01,cohort 7,,,,,,,,
1,12,CAAM,C01,cohort 8,,,,,,,5/31/22,
1,12,CAAM,D14,cohort 8,,,,,,,,
1,12,CAAM,F02,cohort 8,,,,,,,,
1,12,CAAM,F10,cohort 8,,,,,,,,
1,12,CAAM,F12,cohort 8,,,,,,,,
1,12,CAAM,G13,cohort 8,,,,,,,,
2,8,CAAM,E07,blank,,,,,,,,
2,8,CAAM,F10,cohort 2,,,,,,,1/7/22,
2,8,CAAM,B10,cohort 3,3/2/22,,,,,,5/11/22,
2,8,CAAM,G01,cohort 3,,,,,,,,
2,8,CAAM,G09,cohort 3,,,,,,,,
2,8,CAAM,E09,cohort 4,,,,,,,,
2,8,CAAM,G13,cohort 4,,,,,,,,
2,8,CAAM,F12,cohort 5,,,,,,,4/18/22,
2,8,CAAM,G03,cohort 5,5/2/22,2.5,,,,,6/8/22,
2,8,CAAM,E03,cohort 6,,,,,,,4/18/22,
2,8,CAAM,E11,cohort 6,,,,,,,,
2,8,CAAM,G11,cohort 6,,,,,,,,
2,8,CAAM,A09,cohort 7,,,,,,,5/4/22,
2,8,CAAM,B08,cohort 7,,,,,,,5/4/22,
2,8,CAAM,C13,cohort 7,,,,,,,,
2,8,CAAM,E13,cohort 7,,,,,,,,
2,8,CAAM,F06,cohort 7,,,,,,,,
2,8,CAAM,F08,cohort 7,,,,,,,,
2,8,CAAM,B12,cohort 8,,,,,,,5/23/22,
2,8,CAAM,C05,cohort 8,,,,,,,,
2,8,CAAM,D12,cohort 8,,,,,,,,
2,8,CAAM,E01,cohort 8,,,,,,,,
2,8,CAAM,F02,cohort 8,,,,,,,,
2,8,CAAM,F14,cohort 8,,,,,,,,
3,9,CAAM,E01,blank,,,,,,,,
3,9,CAAM,F10,cohort 1,,,,,,,1/27/22,fungus?
3,9,CAAM,D06,cohort 3,,,,,,,,
3,9,CAAM,G09,cohort 3,,,,,,,,
3,9,CAAM,A13,cohort 4,,,,,,,,
3,9,CAAM,G03,cohort 4,,,,,,,,
3,9,CAAM,G05,cohort 6,,,,,,,,
3,9,CAAM,G07,cohort 6,,,,,,,,
3,9,CAAM,A07,cohort 7,,,,,,,,
3,9,CAAM,B10,cohort 7,5/18/22,6.5,,,,,,
3,9,CAAM,B12,cohort 7,,,,,,,,
3,9,CAAM,C11,cohort 7,,,,,,,,
3,9,CAAM,D08,cohort 7,,,,,,,,
3,9,CAAM,E07,cohort 7,,,,,,,,
3,9,CAAM,A09,cohort 8,5/31/22,2.1,,,,,,
3,9,CAAM,D04,cohort 8,,,,,,,,
3,9,CAAM,E05,cohort 8,,,,,,,,
3,9,CAAM,F02,cohort 8,,,,,,,,
3,9,CAAM,G11,cohort 8,,,,,,,,
3,9,CAAM,G13,cohort 8,,,,,,,,
4,5,CAAM,A13,blank,,,,,,,,
4,5,CAAM,A09,cohort 3,,,,,,,4/4/22,
4,5,CAAM,F08,cohort 3,,,,,,,,
4,5,CAAM,G13,cohort 3,,,,,,,,
4,5,CAAM,C11,cohort 4,,,,,,,,
4,5,CAAM,D02,cohort 4,,,,,,,,
4,5,CAAM,F12,cohort 5,,,,,,,,
4,5,CAAM,D10,cohort 6,,,,,,,,
4,5,CAAM,G07,cohort 6,,,,,,,,
4,5,CAAM,A11,cohort 7,,,,,,,,
4,5,CAAM,B04,cohort 7,,,,,,,,
4,5,CAAM,C13,cohort 7,,,,,,,,
4,5,CAAM,F02,cohort 7,,,,,,,,
4,5,CAAM,F06,cohort 7,,,,,,,,
4,5,CAAM,G01,cohort 7,,,,,,,,
4,5,CAAM,A05,cohort 8,6/3/22,3.2,,,,,,
4,5,CAAM,E03,cohort 8,,,,,,,,
4,5,CAAM,E05,cohort 8,,,,,,,,
4,5,CAAM,E07,cohort 8,,,,,,,,
4,5,CAAM,G09,cohort 8,,,,,,,,
4,5,CAAM,G11,cohort 8,,,,,,,,
1,14,CAAN1,D14,blank,,,,,,,,
1,14,CAAN1,B10,cohort 2,,,,,,,,
1,14,CAAN1,C01,cohort 2,,,,,,,,
1,14,CAAN1,C09,cohort 2,,,,,,,,
1,14,CAAN1,D06,cohort 2,,,,,,,,
1,14,CAAN1,E07,cohort 3,4/15/22,2,,,,,,
1,14,CAAN1,G01,cohort 3,,,,,,,,
1,14,CAAN1,G07,cohort 3,,,,,,,,
1,14,CAAN1,B06,cohort 5,4/20/22,1.2,,,,,,
1,14,CAAN1,F06,cohort 5,,,,,,,,
1,14,CAAN1,B02,cohort 6,4/20/22,4.2,,,,,,
1,14,CAAN1,E05,cohort 6,,,,,,,,
1,14,CAAN1,E11,cohort 6,,,,,,,,
1,14,CAAN1,B08,cohort 7,,,,,,,,
1,14,CAAN1,B14,cohort 7,,,,,,,,
1,14,CAAN1,D10,cohort 7,,,,,,,,
1,14,CAAN1,F04,cohort 7,,,,,,,,
1,14,CAAN1,F14,cohort 7,,,,,,,,
1,14,CAAN1,G05,cohort 7,,,,,,,,
1,14,CAAN1,A03,cohort 8,,,,,,,,
1,14,CAAN1,A11,cohort 8,,,,,,,,
1,14,CAAN1,E03,cohort 8,,,,,,,,
1,14,CAAN1,E09,cohort 8,,,,,,,,
1,14,CAAN1,F08,cohort 8,,,,,,,,
1,14,CAAN1,G11,cohort 8,,,,,,,,
2,9,CAAN1,G11,blank,,,,,,,,
2,9,CAAN1,C07,cohort 2,,,,,,,,
2,9,CAAN1,D06,cohort 2,,,,,,,,
2,9,CAAN1,D10,cohort 2,,,,,,,,
2,9,CAAN1,G03,cohort 3,,,,,,,,
2,9,CAAN1,G07,cohort 3,,,,,,,,
2,9,CAAN1,E11,cohort 5,,,,,,,,
2,9,CAAN1,F08,cohort 5,,,,,,,,
2,9,CAAN1,C03,cohort 6,,,,,,,,
2,9,CAAN1,D12,cohort 6,,,,,,,4/20/22,1/3 cm at death
2,9,CAAN1,E05,cohort 6,,,,,,,,
2,9,CAAN1,G05,cohort 6,,,,,,,,
2,9,CAAN1,A09,cohort 7,,,,,,,,
2,9,CAAN1,A13,cohort 7,,,,,,,,
2,9,CAAN1,B10,cohort 7,,,,,,,,
2,9,CAAN1,D04,cohort 7,,,,,,,,
2,9,CAAN1,E01,cohort 7,,,,,,,,
2,9,CAAN1,F04,cohort 7,,,,,,,,
2,9,CAAN1,B04,cohort 8,,,,,,,,
2,9,CAAN1,C13,cohort 8,,,,,,,,
2,9,CAAN1,E07,cohort 8,,,,,,,,
2,9,CAAN1,F12,cohort 8,,,,,,,,
2,9,CAAN1,F14,cohort 8,,,,,,,,
2,9,CAAN1,G01,cohort 8,,,,,,,,
3,5,CAAN1,C03,blank,,,,,,,,
3,5,CAAN1,D02,cohort 2,,,,,,,,
3,5,CAAN1,D08,cohort 2,,,,,,,,
3,5,CAAN1,D14,cohort 2,,,,,,,,
3,5,CAAN1,B04,cohort 3,,,,,,,,
3,5,CAAN1,G09,cohort 3,,,,,,,,
3,5,CAAN1,F12,cohort 5,,,,,,,,
3,5,CAAN1,F14,cohort 5,,,,,,,,
3,5,CAAN1,C07,cohort 6,,,,,,,,
3,5,CAAN1,G07,cohort 6,,,,,,,,
3,5,CAAN1,G11,cohort 6,,,,,,,,
3,5,CAAN1,A01,cohort 7,,,,,,,,
3,5,CAAN1,B08,cohort 7,,,,,,,,
3,5,CAAN1,B10,cohort 7,,,,,,,,
3,5,CAAN1,C05,cohort 7,,,,,,,,
3,5,CAAN1,C13,cohort 7,,,,,,,,
3,5,CAAN1,G01,cohort 7,,,,,,,,
3,5,CAAN1,A09,cohort 8,,,,,,,,
3,5,CAAN1,B14,cohort 8,,,,,,,,
3,5,CAAN1,C01,cohort 8,,,,,,,,
3,5,CAAN1,E11,cohort 8,,,,,,,,
3,5,CAAN1,E13,cohort 8,,,,,,,,
4,9,CAAN1,B08,blank,,,,,,,,
4,9,CAAN1,C07,cohort 1,,,,,,,,
4,9,CAAN1,A13,cohort 2,,,,,,,,
4,9,CAAN1,B06,cohort 2,,,,,,,,
4,9,CAAN1,G03,cohort 2,,,,,,,,
4,9,CAAN1,D06,cohort 3,,,,,,,,
4,9,CAAN1,E11,cohort 3,,,,,,,,
4,9,CAAN1,G09,cohort 3,,,,,,,,
4,9,CAAN1,E05,cohort 5,,,,,,,,
4,9,CAAN1,F06,cohort 5,,,,,,,,
4,9,CAAN1,G01,cohort 6,,,,,,,,No plant cone
4,9,CAAN1,C13,cohort 7,,,,,,,4/4/22,
4,9,CAAN1,D14,cohort 7,,,,,,,,
4,9,CAAN1,G05,cohort 7,,,,,,,,
4,9,CAAN1,G07,cohort 7,,,,,,,,
4,9,CAAN1,G11,cohort 7,,,,,,,,
4,9,CAAN1,G13,cohort 7,,,,,,,,
4,9,CAAN1,F02,cohort 8,,,,,,,,
4,9,CAAN1,F08,cohort 8,,,,,,,,
4,9,CAAN1,F10,cohort 8,,,,,,,,
4,9,CAAN1,F12,cohort 8,,,,,,,,
4,9,CAAN1,F14,cohort 8,,,,,,,,
1,1,CAAN2,G11,blank,,,,,,,,
1,1,CAAN2,B04,cohort 1,,,,,,,2/16/22,12/3 very small
1,1,CAAN2,B10,cohort 1,,,,,,,1/21/22,dried out
1,1,CAAN2,E07,cohort 1,,,,,,,4/1/22,height 0 death 1.3
1,1,CAAN2,A09,cohort 2,,,,,,,,
1,1,CAAN2,B06,cohort 2,,,,,,,,
1,1,CAAN2,C03,cohort 2,,,,,,,,
1,1,CAAN2,D04,cohort 2,,,,,,,,
1,1,CAAN2,D12,cohort 2,,,,,,,,
1,1,CAAN2,B08,cohort 3,,,,,,,5/18/22,"1/24 very small, 3/28 very small"
1,1,CAAN2,E05,cohort 3,,,,,,,,
1,1,CAAN2,E11,cohort 3,,,,,,,,
1,1,CAAN2,G03,cohort 3,,,,,,,,
1,1,CAAN2,C11,cohort 4,,,,,,,,
1,1,CAAN2,E01,cohort 4,,,,,,,,
1,1,CAAN2,E09,cohort 4,,,,,,,,
1,1,CAAN2,B12,cohort 5,4/13/22,1.5,,,,,6/3/22,1/24 very small
1,1,CAAN2,G09,cohort 5,,,,,,,,
