Pop,Bench,Block,Position,Cohort,Census Date,Flower/Bud Count,Mature Fruit Count,Pedicel Count,STTO-BH Height (cm),Notes (AC = Already Collected Plant)
STTO_BH,2,11,C05,cohort 6,6/22/22,0,0,0,0.9,
STTO_BH,2,11,C07,cohort 7,6/22/22,,,,,NO PLANT
STTO_BH,2,11,C09,cohort 5,6/22/22,,,,,NO PLANT
STTO_BH,2,11,C11,cohort 7,6/22/22,,,,,NO PLANT
STTO_BH,2,11,C13,cohort 6,6/22/22,0,0,0,0.5,
STTO_BH,2,11,D02,cohort 6,6/22/22,,,,,NO PLANT
STTO_BH,2,11,D04,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_BH,2,11,D06,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,2,11,D08,cohort 6,6/22/22,,,,,NO PLANT
STTO_BH,2,11,D10,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,2,11,D12,cohort 1,6/22/22,0,0,0,1.8,
STTO_BH,2,11,D14,cohort 3,6/22/22,0,0,0,0.4,
STTO_BH,2,11,E03,cohort 2,6/22/22,0,0,0,1.1,
STTO_BH,2,11,E05,cohort 3,6/22/22,,,,,NO PLANT
STTO_BH,2,11,E07,cohort 3,6/22/22,,,,,NO PLANT
STTO_BH,2,11,E09,cohort 1,6/22/22,0,0,0,2.1,
STTO_BH,2,11,E11,cohort 5,6/22/22,0,0,0,1.9,
STTO_BH,2,11,E13,cohort 7,6/22/22,,,,,NO PLANT
STTO_BH,2,11,F02,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,2,11,F04,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH
STTO_BH,2,11,F06,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,2,11,F08,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_BH,2,11,F10,cohort 5,6/22/22,,,,,NO PLANT
STTO_BH,2,11,F12,cohort 5,6/22/22,,,,,NO PLANT
STTO_BH,2,11,F14,cohort 6,6/22/22,,,,,NO PLANT
STTO_BH,2,11,G01,cohort 1,6/22/22,0,0,0,1.7,
STTO_BH,2,11,G03,cohort 4,6/22/22,,,,,NO PLANT
STTO_BH,2,11,G05,cohort 6,6/22/22,,,,,NO PLANT
STTO_BH,2,11,G07,cohort 4,6/22/22,,,,,NO PLANT
STTO_BH,2,11,G09,cohort 7,6/22/22,,,,,NO PLANT
STTO_BH,2,11,G11,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_BH,2,11,G13,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH
STGL1,2,12,A01,cohort 6,6/22/22,1,1,1,,
STGL1,2,12,A03,cohort 6,6/22/22,,,,,NO PLANT
STGL1,2,12,A05,cohort 5,6/22/22,1,0,3,,
STGL1,2,12,A07,cohort 2,6/22/22,1,0,5,,
STGL1,2,12,A09,cohort 2,6/22/22,,,,,NO PLANT
STGL1,2,12,A11,cohort 5,6/22/22,1,1,0,,
STGL1,2,12,A13,cohort 7,6/22/22,,,,,NO PLANT
STGL1,2,12,B02,cohort 4,6/22/22,,,,,NO PLANT
STGL1,2,12,B04,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STGL1,2,12,B06,cohort 4,6/22/22,,,,,NO PLANT
STGL1,2,12,B08,cohort 7,6/22/22,,,,,NO PLANT
STGL1,2,12,B10,cohort 2,6/22/22,,,,,AC
STGL1,2,12,B12,cohort 3,6/22/22,0,0,1,,"red sword, but biomass"
STGL1,2,12,B14,cohort 1,6/22/22,0,1,1,,
STGL1,2,12,C01,cohort 3,6/22/22,0,1,3,,
STGL1,2,12,C03,cohort 6,6/22/22,,,,,NO PLANT
STGL1,2,12,C05,cohort 1,6/22/22,0,0,0,,
STGL1,2,12,C07,cohort 7,6/22/22,,,,,NO PLANT
STGL1,2,12,C09,cohort 4,6/22/22,,,,,AC
STGL1,2,12,C11,cohort 7,6/22/22,,,,,NO PLANT
STGL1,2,12,C13,cohort 3,6/22/22,,,,,AC
STGL1,2,12,D02,cohort 4,6/22/22,,,,,AC
STGL1,2,12,D04,cohort 4,6/22/22,0,0,6,,
STGL1,2,12,D06,cohort 5,6/22/22,,,,,AC
STGL1,2,12,D08,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,2,12,D10,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,2,12,D12,cohort 3,6/22/22,0,0,3,,"red sword, but biomass"
STGL1,2,12,D14,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,2,12,E01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,2,12,E03,cohort 5,6/22/22,,,,,NO PLANT
STGL1,2,12,E05,cohort 7,6/22/22,,,,,NO PLANT
STGL1,2,12,E07,cohort 3,6/22/22,,,,,NO PLANT
STGL1,2,12,E09,cohort 5,6/22/22,,,,,NO PLANT
STGL1,2,12,E13,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STGL1,2,12,F02,cohort 6,6/22/22,,,,,NO PLANT
STGL1,2,12,F04,cohort 2,6/22/22,0,1,3,,
STGL1,2,12,F06,cohort 4,6/22/22,0,0,2,,
STGL1,2,12,F08,cohort 6,6/22/22,,,,,NO PLANT
STGL1,2,12,F10,cohort 1,6/22/22,0,1,0,,
STGL1,2,12,F12,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STGL1,2,12,F14,cohort 2,6/22/22,,,,,NO PLANT
STGL1,2,12,G01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,2,12,G03,cohort 6,6/22/22,,,,,NO PLANT
STGL1,2,12,G05,cohort 5,6/22/22,0,1,2,,
STGL1,2,12,G07,cohort 2,6/22/22,0,1,2,,
STGL1,2,12,G09,cohort 7,6/22/22,,,,,NO PLANT
STGL1,2,12,G11,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,2,12,G13,cohort 3,6/22/22,,,,,NO PLANT
STDI,2,13,A01,cohort 1,6/22/22,,,,,AC
STDI,2,13,A03,cohort 2,6/22/22,0,1,4,,
STDI,2,13,A05,cohort 6,6/22/22,2,0,1,,
STDI,2,13,A07,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STDI,2,13,A09,cohort 5,6/22/22,0,1,2,,
STDI,2,13,A11,cohort 7,6/22/22,0,0,0,,"red sword, but biomass"
STDI,2,13,A13,cohort 8,6/22/22,2,0,0,,
STDI,2,13,B02,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STDI,2,13,B04,cohort 3,6/22/22,0,1,2,,
STDI,2,13,B06,cohort 7,6/22/22,,,,,NO PLANT
STDI,2,13,B08,cohort 4,6/22/22,0,0,2,,
STDI,2,13,B10,cohort 1,6/22/22,,,,,AC
STDI,2,13,B12,cohort 6,6/22/22,0,1,3,,
STDI,2,13,B14,cohort 6,6/22/22,,,,,NO PLANT
STDI,2,13,C01,cohort 5,6/22/22,,,,,NO PLANT
STDI,2,13,C03,cohort 3,6/22/22,1,0,2,,
STDI,2,13,C05,cohort 6,6/22/22,,,,,NO PLANT
STDI,2,13,C07,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,2,13,C09,cohort 6,6/22/22,,,,,NO PLANT
STDI,2,13,C11,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STDI,2,13,C13,cohort 6,6/22/22,,,,,NO PLANT
STDI,2,13,D02,cohort 4,6/22/22,0,0,14,,
STDI,2,13,D04,cohort 7,6/22/22,,,,,NO PLANT
STDI,2,13,D06,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,2,13,D08,cohort 4,6/22/22,0,0,2,,
STDI,2,13,D10,cohort 4,6/22/22,,,,,NO PLANT
STDI,2,13,D12,cohort 1,6/22/22,,,,,AC
STDI,2,13,D14,cohort 4,6/22/22,,,,,AC
STDI,2,13,E01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,2,13,E03,cohort 3,6/22/22,,,,,AC
STDI,2,13,E05,cohort 2,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,2,13,E07,cohort 7,6/22/22,,,,,NO PLANT
STDI,2,13,E09,cohort 5,6/22/22,,,,,NO PLANT
STDI,2,13,E11,cohort 7,6/22/22,,,,,NO PLANT
STDI,2,13,E13,cohort 3,6/22/22,,,,,NO PLANT
STDI,2,13,F02,cohort 2,6/22/22,,,,,NO PLANT
STDI,2,13,F04,cohort 3,6/22/22,,,,,NO PLANT
STDI,2,13,F06,cohort 7,6/22/22,,,,,NO PLANT
STDI,2,13,F08,cohort 5,6/22/22,,,,,NO PLANT
STDI,2,13,F10,cohort 5,6/22/22,,,,,NO PLANT
STDI,2,13,F12,cohort 2,6/22/22,,,,,AC
STDI,2,13,F14,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,2,13,G01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,2,13,G03,cohort 2,6/22/22,0,1,2,,
STDI,2,13,G05,cohort 5,6/22/22,,,,,NO PLANT
STDI,2,13,G07,cohort 3,6/22/22,,,,,NO PLANT
STDI,2,13,G11,cohort 4,6/22/22,0,1,3,,
STDI,2,13,G13,cohort 2,6/22/22,,,,,AC
CAIN4,2,14,A01,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD
CAIN4,2,14,A03,cohort 6,6/22/22,,,,,AC
CAIN4,2,14,A05,cohort 3,6/22/22,,,,,AC
CAIN4,2,14,A07,cohort 4,6/22/22,,,,,NO PLANT
CAIN4,2,14,A09,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,2,14,A11,cohort 6,6/22/22,,,,,AC
CAIN4,2,14,A13,cohort 5,6/22/22,,,,,AC
CAIN4,2,14,B02,cohort 1,6/22/22,,,,,
CAIN4,2,14,B04,cohort 3,6/22/22,,,,,AC
CAIN4,2,14,B06,cohort 7,6/22/22,,,,,AC
CAIN4,2,14,B08,cohort 2,6/22/22,,,,,NO PLANT
CAIN4,2,14,B10,cohort 2,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,2,14,B12,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,2,14,B14,cohort 5,6/22/22,,,,,NO PLANT
CAIN4,2,14,C01,cohort 4,6/22/22,,,,,NO PLANT
CAIN4,2,14,C03,cohort 6,6/22/22,,,,,AC
CAIN4,2,14,C05,cohort 1,6/22/22,,,,,AC
CAIN4,2,14,C07,cohort 7,6/22/22,,,,,AC
CAIN4,2,14,C09,cohort 1,6/22/22,,,,,AC
CAIN4,2,14,C11,cohort 4,6/22/22,,,,,NO PLANT
CAIN4,2,14,C13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,2,14,D02,cohort 7,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,2,14,D04,cohort 2,6/22/22,,,,,NO PLANT
CAIN4,2,14,D06,cohort 6,6/22/22,,,,,AC
CAIN4,2,14,D08,cohort 7,6/22/22,,,,,AC
CAIN4,2,14,D10,cohort 2,6/22/22,,,,,NO PLANT
CAIN4,2,14,D12,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD
CAIN4,2,14,D14,cohort 4,6/22/22,0,1,1,,
CAIN4,2,14,E01,cohort 1,6/22/22,,,,,AC
CAIN4,2,14,E03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,2,14,E05,cohort 4,6/22/22,,,,,AC
CAIN4,2,14,E07,cohort 1,6/22/22,,,,,AC
CAIN4,2,14,E09,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,2,14,E11,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD
CAIN4,2,14,E13,cohort 5,6/22/22,,,,,NO PLANT
CAIN4,2,14,F02,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,2,14,F04,cohort 3,6/22/22,,,,,NO PLANT
CAIN4,2,14,F08,cohort 3,6/22/22,,,,,NO PLANT
CAIN4,2,14,F10,cohort 4,6/22/22,,,,,AC
CAIN4,2,14,F12,cohort 6,6/22/22,,,,,NO PLANT
CAIN4,2,14,F14,cohort 3,6/22/22,,,,,NO PLANT
CAIN4,2,14,G01,cohort 2,6/22/22,0,0,1,,
CAIN4,2,14,G03,cohort 5,6/22/22,,,,,AC
CAIN4,2,14,G05,cohort 7,6/22/22,,,,,NO PLANT
CAIN4,2,14,G07,cohort 5,6/22/22,,,,,NO PLANT
CAIN4,2,14,G09,cohort 7,6/22/22,,,,,NO PLANT
CAIN4,2,14,G11,cohort 6,6/22/22,,,,,NO PLANT
CAIN4,2,14,G13,cohort 5,6/22/22,,,,,NO PLANT
STIN,3,1,A01,cohort 6,6/22/22,,,,,AC
STIN,3,1,A03,cohort 2,6/22/22,0,0,2,,
STIN,3,1,A05,cohort 1,6/22/22,0,0,7,,
STIN,3,1,A07,cohort 6,6/22/22,0,1,1,,
STIN,3,1,A09,cohort 8,6/22/22,0,0,5,,
STIN,3,1,A11,cohort 1,6/22/22,,,,,AC
STIN,3,1,A13,cohort 2,6/22/22,,,,,AC
STIN,3,1,B02,cohort 6,6/22/22,0,1,2,,
STIN,3,1,B04,cohort 7,6/22/22,0,0,3,,
STIN,3,1,B06,cohort 3,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STIN,3,1,B08,cohort 2,6/22/22,0,0,2,,
STIN,3,1,B10,cohort 8,6/22/22,0,0,6,,
STIN,3,1,B12,cohort 7,6/22/22,,,,,AC
STIN,3,1,B14,cohort 4,6/22/22,,,,,AC
STIN,3,1,C01,cohort 6,6/22/22,0,0,2,,
STIN,3,1,C03,cohort 1,6/22/22,,,,,AC
STIN,3,1,C05,cohort 7,6/22/22,0,1,1,,
STIN,3,1,C07,cohort 8,6/22/22,0,0,2,,
STIN,3,1,C09,cohort 4,6/22/22,0,0,3,,
STIN,3,1,C11,cohort 6,6/22/22,0,0,1,,
STIN,3,1,C13,cohort 4,6/22/22,0,0,3,,
STIN,3,1,D02,cohort 3,6/22/22,,,,,AC
STIN,3,1,D04,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STIN,3,1,D06,cohort 5,6/22/22,0,0,2,,
STIN,3,1,D08,cohort 8,6/22/22,0,0,4,,
STIN,3,1,D10,cohort 2,6/22/22,0,0,3,,
STIN,3,1,D12,cohort 1,6/22/22,0,0,9,,
STIN,3,1,D14,cohort 7,6/22/22,0,0,3,,
STIN,3,1,E01,cohort 3,6/22/22,,,,,AC
STIN,3,1,E03,cohort 7,6/22/22,0,0,2,,
STIN,3,1,E05,cohort 6,6/22/22,0,1,1,,
STIN,3,1,E07,cohort 1,6/22/22,,,,,AC
STIN,3,1,E09,cohort 3,6/22/22,0,0,5,,
STIN,3,1,E11,cohort 8,6/22/22,0,0,3,,
STIN,3,1,E13,cohort 5,6/22/22,0,1,1,,
STIN,3,1,F02,cohort 3,6/22/22,,,,,AC
STIN,3,1,F04,cohort 5,6/22/22,0,1,1,,
STIN,3,1,F06,cohort 5,6/22/22,0,0,9,,
STIN,3,1,F08,cohort 5,6/22/22,0,0,4,,
STIN,3,1,F10,cohort 5,6/22/22,0,0,4,,
STIN,3,1,F12,cohort 4,6/22/22,0,0,5,,
STIN,3,1,F14,cohort 8,6/22/22,0,0,1,,
STIN,3,1,G01,cohort 7,6/22/22,,,,,NO PLANT
STIN,3,1,G05,cohort 4,6/22/22,0,1,2,,
STIN,3,1,G07,cohort 2,6/22/22,0,0,4,,
STIN,3,1,G09,cohort 3,6/22/22,0,0,4,,
STIN,3,1,G11,cohort 2,6/22/22,0,0,4,,
STIN,3,1,G13,cohort 4,6/22/22,0,0,3,,
CAAN2,3,2,A01,cohort 3,6/22/22,0,0,4,,
CAAN2,3,2,A03,cohort 3,6/22/22,0,0,3,,
CAAN2,3,2,A05,cohort 6,6/22/22,0,0,1,,
CAAN2,3,2,A07,cohort 7,6/22/22,0,0,0,,
CAAN2,3,2,A09,cohort 5,6/22/22,,,,,AC
CAAN2,3,2,A11,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,3,2,A13,cohort 5,6/22/22,,,,,AC
CAAN2,3,2,B02,cohort 7,6/22/22,,,,,DIED
CAAN2,3,2,B04,cohort 1,6/22/22,,,,,AC
CAAN2,3,2,B06,cohort 6,6/22/22,,,,,AC
CAAN2,3,2,B08,cohort 4,6/22/22,,,,,AC
CAAN2,3,2,B10,cohort 3,6/22/22,,,,,NO PLANT
CAAN2,3,2,B12,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,3,2,B14,cohort 4,6/22/22,,,,,AC
CAAN2,3,2,C01,cohort 5,6/22/22,,,,,AC
CAAN2,3,2,C03,cohort 5,6/22/22,,,,,NO PLANT
CAAN2,3,2,C05,cohort 7,6/22/22,,,,,NO PLANT
CAAN2,3,2,C07,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,3,2,C09,cohort 7,6/22/22,,,,,NO PLANT
CAAN2,3,2,C11,cohort 6,6/22/22,,,,,NO PLANT
CAAN2,3,2,C13,cohort 4,6/22/22,,,,,AC
CAAN2,3,2,D02,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,3,2,D04,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
CAAN2,3,2,D06,cohort 5,6/22/22,,,,,NO PLANT
CAAN2,3,2,D08,cohort 6,6/22/22,,,,,NO PLANT
CAAN2,3,2,D10,cohort 4,6/22/22,,,,,AC
CAAN2,3,2,D14,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,3,2,E01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,3,2,E03,cohort 5,6/22/22,,,,,NO PLANT
CAAN2,3,2,E05,cohort 4,6/22/22,,,,,NO PLANT
CAAN2,3,2,E07,cohort 3,6/22/22,,,,,NO PLANT
CAAN2,3,2,E09,cohort 7,6/22/22,,,,,NO PLANT
CAAN2,3,2,E11,cohort 3,6/22/22,,,,,NO PLANT
CAAN2,3,2,E13,cohort 4,6/22/22,,,,,NO PLANT
CAAN2,3,2,F02,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,3,2,F04,cohort 6,6/22/22,,,,,NO PLANT
CAAN2,3,2,F06,cohort 3,6/22/22,,,,,NO PLANT
CAAN2,3,2,F08,cohort 1,6/22/22,,,,,AC
CAAN2,3,2,F10,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,3,2,F12,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,3,2,F14,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,3,2,G01,cohort 1,6/22/22,,,,,AC
CAAN2,3,2,G03,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,3,2,G05,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,3,2,G07,cohort 1,6/22/22,,,,,AC
CAAN2,3,2,G09,cohort 1,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,3,2,G11,cohort 7,6/22/22,,,,,NO PLANT
CAAN2,3,2,G13,cohort 6,6/22/22,,,,,NO PLANT
STBR3,3,3,A01,cohort 2,6/22/22,0,0,3,,
STBR3,3,3,A03,cohort 1,6/22/22,,,,,AC
STBR3,3,3,A05,cohort 4,6/22/22,,,,,AC
STBR3,3,3,A07,cohort 2,6/22/22,0,0,2,,
STBR3,3,3,A09,cohort 7,6/22/22,,,,,AC
STBR3,3,3,A11,cohort 8,6/22/22,0,0,0,,
STBR3,3,3,A13,cohort 7,6/22/22,0,0,0,,
STBR3,3,3,B02,cohort 4,6/22/22,1,0,0,,
STBR3,3,3,B04,cohort 1,6/22/22,0,1,3,,
STBR3,3,3,B06,cohort 7,6/22/22,0,0,0,,
STBR3,3,3,B08,cohort 6,6/22/22,0,0,1,,
STBR3,3,3,B10,cohort 7,6/22/22,,,,,NO PLANT
STBR3,3,3,B14,cohort 6,6/22/22,0,0,1,,
STBR3,3,3,C01,cohort 4,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STBR3,3,3,C03,cohort 2,6/22/22,0,1,1,,
STBR3,3,3,C05,cohort 7,6/22/22,,,,,NO PLANT
STBR3,3,3,C07,cohort 1,6/22/22,,,,,AC
STBR3,3,3,C09,cohort 3,6/22/22,0,1,1,,
STBR3,3,3,C11,cohort 6,6/22/22,0,0,1,,
STBR3,3,3,C13,cohort 8,6/22/22,0,0,0,,
STBR3,3,3,D02,cohort 2,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STBR3,3,3,D04,cohort 6,6/22/22,1,0,0,,
STBR3,3,3,D06,cohort 3,6/22/22,0,2,2,,
STBR3,3,3,D08,cohort 3,6/22/22,0,1,3,,
STBR3,3,3,D10,cohort 1,6/22/22,0,1,1,,
STBR3,3,3,D12,cohort 5,6/22/22,0,1,0,,
STBR3,3,3,D14,cohort 8,6/22/22,0,0,0,,
STBR3,3,3,E01,cohort 1,6/22/22,,,,,AC
STBR3,3,3,E03,cohort 3,6/22/22,0,0,1,,
STBR3,3,3,E05,cohort 7,6/22/22,,,,,NO PLANT
STBR3,3,3,E07,cohort 4,6/22/22,0,1,1,,
STBR3,3,3,E09,cohort 8,6/22/22,0,0,0,,
STBR3,3,3,E11,cohort 2,6/22/22,0,0,3,,
STBR3,3,3,E13,cohort 4,6/22/22,0,1,2,,
STBR3,3,3,F02,cohort 6,6/22/22,,,,,AC
STBR3,3,3,F04,cohort 6,6/22/22,,,,,AC
STBR3,3,3,F06,cohort 5,6/22/22,,,,,AC
STBR3,3,3,F08,cohort 5,6/22/22,,,,,AC
STBR3,3,3,F10,cohort 8,6/22/22,0,0,0,,
STBR3,3,3,F12,cohort 5,6/22/22,0,2,1,,
STBR3,3,3,F14,cohort 3,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STBR3,3,3,G01,cohort 1,6/22/22,,,,,AC
STBR3,3,3,G03,cohort 4,6/22/22,0,0,2,,
STBR3,3,3,G05,cohort 2,6/22/22,,,,,AC
STBR3,3,3,G07,cohort 8,6/22/22,0,0,0,,
STBR3,3,3,G09,cohort 3,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STBR3,3,3,G11,cohort 5,6/22/22,,,,,AC
STBR3,3,3,G13,cohort 5,6/22/22,0,0,1,,
STDR2,3,4,A01,cohort 3,6/22/22,0,0,1,,
STDR2,3,4,A03,cohort 1,6/22/22,,,,,AC
STDR2,3,4,A05,cohort 1,6/22/22,,,,,AC
STDR2,3,4,A09,cohort 7,6/22/22,,,,,NO PLANT
STDR2,3,4,A11,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDR2,3,4,A13,cohort 1,6/22/22,0,0,3,,
STDR2,3,4,B02,cohort 6,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDR2,3,4,B04,cohort 4,6/22/22,0,0,2,,
STDR2,3,4,B06,cohort 2,6/22/22,0,1,2,,
STDR2,3,4,B08,cohort 7,6/22/22,,,,,NO PLANT
STDR2,3,4,B10,cohort 7,6/22/22,,,,,NO PLANT
STDR2,3,4,B12,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STDR2,3,4,B14,cohort 2,6/22/22,0,0,2,,
STDR2,3,4,C01,cohort 5,6/22/22,0,1,2,,
STDR2,3,4,C03,cohort 5,6/22/22,0,1,3,,
STDR2,3,4,C05,cohort 7,6/22/22,,,,,NO PLANT
STDR2,3,4,C07,cohort 7,6/22/22,,,,,NO PLANT
STDR2,3,4,C09,cohort 3,6/22/22,0,0,2,,
STDR2,3,4,C11,cohort 3,6/22/22,0,0,1,,
STDR2,3,4,C13,cohort 1,6/22/22,,,,,AC
STDR2,3,4,D02,cohort 6,6/22/22,0,2,1,,
STDR2,3,4,D04,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDR2,3,4,D06,cohort 3,6/22/22,0,0,2,,
STDR2,3,4,D08,cohort 4,6/22/22,0,1,3,,
STDR2,3,4,D10,cohort 5,6/22/22,0,1,3,,
STDR2,3,4,D12,cohort 4,6/22/22,0,1,1,,
STDR2,3,4,D14,cohort 4,6/22/22,0,1,2,,
STDR2,3,4,E01,cohort 3,6/22/22,,,,,NO PLANT
STDR2,3,4,E03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDR2,3,4,E05,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDR2,3,4,E07,cohort 5,6/22/22,0,0,0,,
STDR2,3,4,E09,cohort 4,6/22/22,0,3,3,,
STDR2,3,4,E11,cohort 4,6/22/22,0,2,3,,
STDR2,3,4,E13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDR2,3,4,F02,cohort 5,6/22/22,,,,,NO PLANT
STDR2,3,4,F04,cohort 6,6/22/22,0,1,2,,
STDR2,3,4,F06,cohort 2,6/22/22,0,0,0,,
STDR2,3,4,F08,cohort 6,6/22/22,,,,,NO PLANT
STDR2,3,4,F10,cohort 7,6/22/22,,,,,NO PLANT
STDR2,3,4,F12,cohort 6,6/22/22,,,,,NO PLANT
STDR2,3,4,F14,cohort 3,6/22/22,,,,,NO PLANT
STDR2,3,4,G01,cohort 6,6/22/22,,,,,NO PLANT
STDR2,3,4,G03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDR2,3,4,G05,cohort 2,6/22/22,,,,,AC
STDR2,3,4,G07,cohort 2,6/22/22,0,1,2,,
STDR2,3,4,G09,cohort 5,6/22/22,0,1,5,,
STDR2,3,4,G11,cohort 1,6/22/22,1,1,0,,
STDR2,3,4,G13,cohort 2,6/22/22,0,1,2,,
CAAN1,3,5,A01,cohort 7,6/22/22,0,0,0,,
CAAN1,3,5,A03,cohort 6,6/22/22,0,0,3,,
CAAN1,3,5,A05,cohort 8,6/22/22,0,0,2,,
CAAN1,3,5,A07,cohort 6,6/22/22,,,,,AC
CAAN1,3,5,A09,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,3,5,A11,cohort 2,6/22/22,0,0,2,,
CAAN1,3,5,A13,cohort 5,6/22/22,,,,,AC
CAAN1,3,5,B02,cohort 4,6/22/22,,,,,AC
CAAN1,3,5,B04,cohort 3,6/22/22,,,,,NO PLANT
CAAN1,3,5,B06,cohort 5,6/22/22,0,0,3,,
CAAN1,3,5,B08,cohort 7,6/22/22,0,0,0,,
CAAN1,3,5,B10,cohort 7,6/22/22,,,,,NO PLANT
CAAN1,3,5,B12,cohort 4,6/22/22,,,,,AC
CAAN1,3,5,B14,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,3,5,C01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,3,5,C05,cohort 7,6/22/22,,,,,NO PLANT
CAAN1,3,5,C07,cohort 6,6/22/22,0,0,0,,
CAAN1,3,5,C09,cohort 3,6/22/22,,,,,AC
CAAN1,3,5,C11,cohort 6,6/22/22,,,,,AC
CAAN1,3,5,C13,cohort 7,6/22/22,,,,,NO PLANT
CAAN1,3,5,D02,cohort 2,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,3,5,D04,cohort 1,6/22/22,,,,,AC
CAAN1,3,5,D06,cohort 5,6/22/22,,,,,AC
CAAN1,3,5,D08,cohort 2,6/22/22,,,,,NO PLANT
CAAN1,3,5,D10,cohort 3,6/22/22,,,,,AC
CAAN1,3,5,D12,cohort 4,6/22/22,,,,,AC
