Bench,Block,Pop,Position,Cohort,Census Date,Flower/Bud Count,Mature Fruit Count,Pedicel Count,STTO-BH Height (cm),Notes (AC = Already Collected Plant)
1,1,CAAN2,G05,cohort 2,6/1/22,,,,,AC
2,6,CAAN2,A01,cohort 3,6/1/22,,,,,AC
1,1,CAAN2,A07,cohort 3,6/1/22,,,,,AC
1,1,CAAN2,A11,cohort 3,6/1/22,,,,,AC
1,1,CAAN2,A03,cohort 4,6/1/22,,,,,AC
3,2,CAAN2,B08,cohort 4,6/1/22,,,,,AC
1,1,CAAN2,C09,cohort 4,6/1/22,,,,,AC
3,2,CAAN2,C13,cohort 4,6/1/22,,,,,AC
3,2,CAAN2,D10,cohort 4,6/1/22,,,,,AC
4,10,CAAN2,G05,cohort 4,6/1/22,,,,,AC
2,6,CAAN2,G09,cohort 4,6/1/22,,,,,AC
3,2,CAAN2,C01,cohort 5,6/1/22,,,,,AC
1,1,CAAN2,D14,cohort 5,6/1/22,,,,,AC
2,6,CAAN2,E11,cohort 5,6/1/22,,,,,AC
2,6,CAAN2,G05,cohort 5,6/1/22,,,,,AC
1,7,CACO1,B02,cohort 1,6/1/22,,,,,AC
2,1,CACO1,B02,cohort 1,6/1/22,,,,,AC
3,14,CACO1,B02,cohort 1,6/1/22,,,,,AC
3,14,CACO1,B04,cohort 1,6/1/22,,,,,AC
4,4,CACO1,C05,cohort 1,6/1/22,,,,,AC
2,1,CACO1,F02,cohort 1,6/1/22,,,,,AC
4,4,CACO1,A11,cohort 2,6/1/22,,,,,AC
4,4,CACO1,B08,cohort 2,6/1/22,,,,,AC
3,14,CACO1,C05,cohort 2,6/1/22,,,,,AC
3,14,CACO1,D02,cohort 2,6/1/22,,,,,AC
1,7,CACO1,G03,cohort 2,6/1/22,,,,,AC
2,1,CACO1,G07,cohort 2,6/1/22,,,,,AC
3,14,CACO1,A07,cohort 3,6/1/22,,,,,AC
3,14,CACO1,A11,cohort 3,6/1/22,,,,,AC
4,4,CACO1,A07,cohort 4,6/1/22,,,,,AC
4,4,CACO1,E03,cohort 4,6/1/22,,,,,AC
1,7,CACO1,F04,cohort 4,6/1/22,,,,,AC
1,7,CACO1,A09,cohort 5,6/1/22,,,,,AC
1,7,CACO1,C07,cohort 5,6/1/22,,,,,AC
2,3,CAIN3,A03,cohort 1,6/1/22,,,,,AC
3,13,CAIN3,A05,cohort 1,6/1/22,,,,,AC
4,6,CAIN3,B08,cohort 1,6/1/22,,,,,AC
2,3,CAIN3,B14,cohort 1,6/1/22,,,,,AC
3,13,CAIN3,B14,cohort 1,6/1/22,,,,,AC
1,11,CAIN3,C03,cohort 1,6/1/22,,,,,AC
4,6,CAIN3,C07,cohort 1,6/1/22,,,,,AC
1,11,CAIN3,C09,cohort 1,6/1/22,,,,,AC
3,13,CAIN3,C09,cohort 1,6/1/22,,,,,AC
2,3,CAIN3,D06,cohort 1,6/1/22,,,,,AC
4,6,CAIN3,D06,cohort 1,6/1/22,,,,,AC
1,11,CAIN3,D08,cohort 1,6/1/22,,,,,AC
2,3,CAIN3,D10,cohort 1,6/1/22,,,,,AC
1,11,CAIN3,D14,cohort 1,6/1/22,,,,,AC
3,13,CAIN3,E13,cohort 1,6/1/22,,,,,AC
1,11,CAIN3,F04,cohort 1,6/1/22,,,,,AC
1,11,CAIN3,F12,cohort 1,6/1/22,,,,,AC
2,3,CAIN3,G05,cohort 1,6/1/22,,,,,AC
3,13,CAIN3,G07,cohort 1,6/1/22,,,,,AC
4,6,CAIN3,G13,cohort 1,6/1/22,,,,,AC
2,3,CAIN3,A07,cohort 2,6/1/22,,,,,AC
4,6,CAIN3,B02,cohort 2,6/1/22,,,,,AC
2,3,CAIN3,B08,cohort 2,6/1/22,,,,,AC
1,11,CAIN3,B10,cohort 2,6/1/22,,,,,AC
1,11,CAIN3,B14,cohort 2,6/1/22,,,,,AC
3,13,CAIN3,G01,cohort 2,6/1/22,,,,,AC
3,13,CAIN3,G13,cohort 2,6/1/22,,,,,AC
3,13,CAIN3,A13,cohort 3,6/1/22,,,,,AC
1,11,CAIN3,B12,cohort 3,6/1/22,,,,,AC
3,13,CAIN3,D02,cohort 3,6/1/22,,,,,AC
2,3,CAIN3,F06,cohort 3,6/1/22,,,,,AC
1,11,CAIN3,A03,cohort 4,6/1/22,,,,,AC
3,13,CAIN3,A11,cohort 4,6/1/22,,,,,AC
4,6,CAIN3,A13,cohort 4,6/1/22,,,,,AC
2,3,CAIN3,B06,cohort 4,6/1/22,,,,,AC
2,3,CAIN3,C01,cohort 4,6/1/22,,,,,AC
2,3,CAIN3,C07,cohort 4,6/1/22,,,,,AC
2,3,CAIN3,D02,cohort 4,6/1/22,,,,,AC
2,3,CAIN3,D04,cohort 4,6/1/22,,,,,AC
3,13,CAIN3,D06,cohort 4,6/1/22,,,,,AC
1,11,CAIN3,D12,cohort 4,6/1/22,,,,,AC
1,11,CAIN3,E07,cohort 4,6/1/22,,,,,AC
2,3,CAIN3,E13,cohort 4,6/1/22,,,,,AC
3,13,CAIN3,A07,cohort 5,6/1/22,,,,,AC
4,6,CAIN3,B06,cohort 5,6/1/22,,,,,AC
2,3,CAIN3,D14,cohort 5,6/1/22,,,,,AC
2,3,CAIN3,A01,cohort 6,6/1/22,,,,,AC
2,3,CAIN3,A11,cohort 6,6/1/22,,,,,AC
1,11,CAIN3,B02,cohort 6,6/1/22,,,,,AC
4,6,CAIN3,B10,cohort 6,6/1/22,,,,,AC
2,3,CAIN3,E11,cohort 6,6/1/22,,,,,AC
1,11,CAIN3,F08,cohort 6,6/1/22,,,,,AC
4,6,CAIN3,G09,cohort 6,6/1/22,,,,,AC
1,11,CAIN3,D06,cohort 7,6/1/22,,,,,AC
2,3,CAIN3,E07,cohort 7,6/1/22,,,,,AC
1,13,CAIN4,A03,cohort 1,6/1/22,,,,,AC
4,12,CAIN4,A05,cohort 1,6/1/22,,,,,AC
1,13,CAIN4,B12,cohort 1,6/1/22,,,,,AC
2,14,CAIN4,C05,cohort 1,6/1/22,,,,,AC
4,12,CAIN4,C07,cohort 1,6/1/22,,,,,AC
4,12,CAIN4,D02,cohort 1,6/1/22,,,,,AC
4,12,CAIN4,D04,cohort 1,6/1/22,,,,,AC
3,12,CAIN4,D10,cohort 1,6/1/22,,,,,AC
3,12,CAIN4,D12,cohort 1,6/1/22,,,,,AC
2,14,CAIN4,E01,cohort 1,6/1/22,,,,,AC
2,14,CAIN4,E07,cohort 1,6/1/22,,,,,AC
1,13,CAIN4,E09,cohort 1,6/1/22,,,,,AC
3,12,CAIN4,E11,cohort 1,6/1/22,,,,,AC
1,13,CAIN4,E13,cohort 1,6/1/22,,,,,AC
4,12,CAIN4,E13,cohort 1,6/1/22,,,,,AC
3,12,CAIN4,F02,cohort 1,6/1/22,,,,,AC
4,12,CAIN4,F04,cohort 1,6/1/22,,,,,AC
3,12,CAIN4,G01,cohort 1,6/1/22,,,,,AC
3,12,CAIN4,G07,cohort 1,6/1/22,,,,,AC
4,12,CAIN4,B06,cohort 2,6/1/22,,,,,AC
1,13,CAIN4,D08,cohort 2,6/1/22,,,,,AC
1,13,CAIN4,E03,cohort 2,6/1/22,,,,,AC
3,12,CAIN4,F04,cohort 2,6/1/22,,,,,AC
1,13,CAIN4,G07,cohort 2,6/1/22,,,,,AC
4,12,CAIN4,G11,cohort 2,6/1/22,,,,,AC
1,13,CAIN4,A01,cohort 3,6/1/22,,,,,AC
3,12,CAIN4,A01,cohort 3,6/1/22,,,,,AC
1,13,CAIN4,B02,cohort 3,6/1/22,,,,,AC
2,14,CAIN4,B04,cohort 3,6/1/22,,,,,AC
3,12,CAIN4,B14,cohort 3,6/1/22,,,,,AC
4,12,CAIN4,D12,cohort 3,6/1/22,,,,,AC
4,12,CAIN4,C01,cohort 4,6/1/22,,,,,AC
4,12,CAIN4,C03,cohort 4,6/1/22,,,,,AC
4,12,CAIN4,C11,cohort 4,6/1/22,,,,,AC
2,14,CAIN4,E05,cohort 4,6/1/22,,,,,AC
3,12,CAIN4,F06,cohort 4,6/1/22,,,,,AC
3,12,CAIN4,F08,cohort 4,6/1/22,,,,,AC
2,14,CAIN4,F10,cohort 4,6/1/22,,,,,AC
4,12,CAIN4,A07,cohort 5,6/1/22,,,,,AC
1,13,CAIN4,A09,cohort 5,6/1/22,,,,,AC
1,13,CAIN4,C13,cohort 5,6/1/22,,,,,AC
2,14,CAIN4,G03,cohort 5,6/1/22,,,,,AC
2,14,CAIN4,A11,cohort 6,6/1/22,,,,,AC
3,12,CAIN4,A13,cohort 6,6/1/22,,,,,AC
4,12,CAIN4,B08,cohort 6,6/1/22,,,,,AC
1,13,CAIN4,B10,cohort 6,6/1/22,,,,,AC
2,14,CAIN4,C03,cohort 6,6/1/22,,,,,AC
3,12,CAIN4,E03,cohort 6,6/1/22,,,,,AC
3,12,CAIN4,A05,cohort 7,6/1/22,,,,,AC
2,14,CAIN4,B06,cohort 7,6/1/22,,,,,AC
2,14,CAIN4,C07,cohort 7,6/1/22,,,,,AC
2,14,CAIN4,D08,cohort 7,6/1/22,,,,,AC
1,13,CAIN4,D10,cohort 7,6/1/22,,,,,AC
3,3,STBR3,A03,cohort 1,6/1/22,,,,,AC
2,5,STBR3,A13,cohort 1,6/1/22,,,,,AC
3,3,STBR3,C07,cohort 1,6/1/22,,,,,AC
3,3,STBR3,E01,cohort 1,6/1/22,,,,,AC
3,3,STBR3,G01,cohort 1,6/1/22,,,,,AC
4,2,STBR3,A03,cohort 2,6/1/22,,,,,AC
2,5,STBR3,A09,cohort 2,6/1/22,,,,,AC
4,2,STBR3,B14,cohort 2,6/1/22,,,,,AC
3,3,STBR3,G05,cohort 2,6/1/22,,,,,AC
2,5,STBR3,G07,cohort 2,6/1/22,,,,,AC
4,2,STBR3,F02,cohort 3,6/1/22,,,,,AC
3,3,STBR3,A05,cohort 4,6/1/22,,,,,AC
4,2,STBR3,D12,cohort 4,6/1/22,,,,,AC
4,2,STBR3,E01,cohort 4,6/1/22,,,,,AC
4,2,STBR3,F12,cohort 4,6/1/22,,,,,AC
2,5,STBR3,A07,cohort 5,6/1/22,,,,,AC
4,2,STBR3,E05,cohort 5,6/1/22,,,,,AC
3,3,STBR3,F06,cohort 5,6/1/22,,,,,AC
3,3,STBR3,F08,cohort 5,6/1/22,,,,,AC
4,2,STBR3,G03,cohort 5,6/1/22,,,,,AC
3,3,STBR3,G11,cohort 5,6/1/22,,,,,AC
4,2,STBR3,A13,cohort 6,6/1/22,,,,,AC
2,5,STBR3,C03,cohort 6,6/1/22,,,,,AC
4,2,STBR3,D06,cohort 6,6/1/22,,,,,AC
3,3,STBR3,F02,cohort 6,6/1/22,,,,,AC
3,3,STBR3,F04,cohort 6,6/1/22,,,,,AC
4,2,STBR3,G13,cohort 6,6/1/22,,,,,AC
3,3,STBR3,A09,cohort 7,6/1/22,,,,,AC
4,14,STDI,G13,cohort 1,6/1/22,,,,,AC
3,8,STDI,B12,cohort 3,6/1/22,,,,,AC
2,13,STDI,E03,cohort 3,6/1/22,,,,,AC
3,4,STDR2,A03,cohort 1,6/1/22,,,,,AC
3,4,STDR2,A05,cohort 1,6/1/22,,,,,AC
2,2,STDR2,C01,cohort 1,6/1/22,,,,,AC
4,11,STDR2,C07,cohort 1,6/1/22,,,,,AC
1,5,STDR2,C13,cohort 1,6/1/22,,,,,AC
2,2,STDR2,C13,cohort 1,6/1/22,,,,,AC
3,4,STDR2,C13,cohort 1,6/1/22,,,,,AC
1,5,STDR2,F06,cohort 1,6/1/22,,,,,AC
1,5,STDR2,F10,cohort 1,6/1/22,,,,,AC
1,5,STDR2,G09,cohort 1,6/1/22,,,,,AC
3,4,STDR2,G05,cohort 2,6/1/22,,,,,AC
1,5,STDR2,G13,cohort 2,6/1/22,,,,,AC
4,7,STGL1,A01,cohort 1,6/1/22,,,,,AC
3,10,STGL1,A11,cohort 3,6/1/22,,,,,AC
2,4,STIN,A07,cohort 1,6/1/22,,,,,AC
1,2,STIN,A09,cohort 1,6/1/22,,,,,AC
3,1,STIN,A11,cohort 1,6/1/22,,,,,AC
1,2,STIN,B06,cohort 1,6/1/22,,,,,AC
2,4,STIN,B06,cohort 1,6/1/22,,,,,AC
1,2,STIN,B14,cohort 1,6/1/22,,,,,AC
2,4,STIN,C01,cohort 1,6/1/22,,,,,AC
3,1,STIN,C03,cohort 1,6/1/22,,,,,AC
2,4,STIN,C11,cohort 1,6/1/22,,,,,AC
1,2,STIN,D10,cohort 1,6/1/22,,,,,AC
1,2,STIN,D14,cohort 1,6/1/22,,,,,AC
2,4,STIN,E07,cohort 1,6/1/22,,,,,AC
3,1,STIN,E07,cohort 1,6/1/22,,,,,AC
4,8,STIN,E07,cohort 1,6/1/22,,,,,AC
1,2,STIN,F04,cohort 1,6/1/22,,,,,AC
3,1,STIN,A13,cohort 2,6/1/22,,,,,AC
1,2,STIN,D02,cohort 2,6/1/22,,,,,AC
1,2,STIN,D08,cohort 2,6/1/22,,,,,AC
2,4,STIN,F02,cohort 2,6/1/22,,,,,AC
2,4,STIN,F08,cohort 2,6/1/22,,,,,AC
1,2,STIN,F10,cohort 2,6/1/22,,,,,AC
1,2,STIN,G03,cohort 2,6/1/22,,,,,AC
1,2,STIN,G07,cohort 2,6/1/22,,,,,AC
2,4,STIN,A03,cohort 3,6/1/22,,,,,AC
4,8,STIN,A05,cohort 3,6/1/22,,,,,AC
2,4,STIN,B08,cohort 3,6/1/22,,,,,AC
1,2,STIN,C03,cohort 3,6/1/22,,,,,AC
2,4,STIN,C03,cohort 3,6/1/22,,,,,AC
3,1,STIN,D02,cohort 3,6/1/22,,,,,AC
3,1,STIN,E01,cohort 3,6/1/22,,,,,AC
1,2,STIN,E05,cohort 3,6/1/22,,,,,AC
1,2,STIN,E11,cohort 3,6/1/22,,,,,AC
3,1,STIN,F02,cohort 3,6/1/22,,,,,AC
1,2,STIN,F06,cohort 3,6/1/22,,,,,AC
1,2,STIN,A01,cohort 4,6/1/22,,,,,AC
1,2,STIN,B08,cohort 4,6/1/22,,,,,AC
3,1,STIN,B14,cohort 4,6/1/22,,,,,AC
1,2,STIN,C05,cohort 4,6/1/22,,,,,AC
2,4,STIN,E03,cohort 4,6/1/22,,,,,AC
2,4,STIN,E11,cohort 4,6/1/22,,,,,AC
1,2,STIN,G13,cohort 4,6/1/22,,,,,AC
2,4,STIN,A09,cohort 5,6/1/22,,,,,AC
2,4,STIN,A11,cohort 5,6/1/22,,,,,AC
1,2,STIN,A13,cohort 5,6/1/22,,,,,AC
4,8,STIN,G03,cohort 5,6/1/22,,,,,AC
1,2,STIN,G11,cohort 5,6/1/22,,,,,AC
3,1,STIN,A01,cohort 6,6/1/22,,,,,AC
1,2,STIN,D06,cohort 6,6/1/22,,,,,AC
1,2,STIN,B02,cohort 7,6/1/22,,,,,AC
3,1,STIN,B12,cohort 7,6/1/22,,,,,AC
1,3,STPO,A07,cohort 1,6/1/22,,,,,AC
1,3,STPO,B04,cohort 1,6/1/22,,,,,AC
3,11,STPO,A11,cohort 2,6/1/22,,,,,AC
3,11,STPO,B06,cohort 2,6/1/22,,,,,AC
3,11,STPO,B10,cohort 2,6/1/22,,,,,AC
1,3,STPO,F12,cohort 2,6/1/22,,,,,AC
1,3,STPO,G05,cohort 2,6/1/22,,,,,AC
4,3,STPO,B14,cohort 3,6/1/22,,,,,AC
1,3,STPO,F04,cohort 3,6/1/22,,,,,AC
2,7,STPO,C07,cohort 4,6/1/22,,,,,AC
1,3,STPO,A05,cohort 7,6/1/22,,,,,AC
1,3,STPO,D02,cohort 7,6/1/22,,,,,AC
4,1,STTO_BH,A05,cohort 1,6/1/22,,,,,AC
3,6,STTO_BH,A11,cohort 4,6/1/22,,,,,AC
1,10,STTO_BH,A13,cohort 7,6/1/22,,,,,AC
2,10,STTO_TM2,C11,cohort 3,6/1/22,,,,,AC
1,6,STTO_TM2,A07,cohort 5,6/1/22,,,,,AC
1,6,STTO_TM2,A05,cohort 8,6/1/22,,,,,AC
3,5,CAAN1,D12,cohort 4,6/1/22,,,,,AC - COLLECTED MATERIAL
3,5,CAAN1,F04,cohort 1,6/1/22,,,,,AC - COLLECTED MORE BIOMASS
2,8,CAAM,F10,cohort 2,6/1/22,,,,,DEAD
2,8,CAAM,A01,cohort 3,6/1/22,,,,,DEAD
3,2,CAAN2,G07,cohort 1,6/1/22,,,,,DEAD
2,1,CACO1,F10,cohort 1,6/1/22,,,,,DEAD
3,14,CACO1,A01,cohort 2,6/1/22,,,,,DEAD
3,14,CACO1,B14,cohort 3,6/1/22,,,,,DEAD
2,1,CACO1,E05,cohort 4,6/1/22,,,,,DEAD
3,13,CAIN3,G03,cohort 1,6/1/22,,,,,DEAD
3,13,CAIN3,F14,cohort 2,6/1/22,,,,,DEAD
2,3,CAIN3,A13,cohort 3,6/1/22,,,,,DEAD
3,13,CAIN3,D14,cohort 4,6/1/22,,,,,DEAD
2,14,CAIN4,A01,cohort 1,6/1/22,,,,,DEAD
2,14,CAIN4,B02,cohort 1,6/1/22,,,,,DEAD
2,14,CAIN4,B10,cohort 2,6/1/22,,,,,DEAD
2,14,CAIN4,D12,cohort 3,6/1/22,,,,,DEAD
1,13,CAIN4,C11,cohort 6,6/1/22,,,,,DEAD
3,3,STBR3,D02,cohort 2,6/1/22,,,,,DEAD
2,5,STBR3,A03,cohort 3,6/1/22,,,,,DEAD
3,3,STBR3,F14,cohort 3,6/1/22,,,,,DEAD
3,3,STBR3,G09,cohort 3,6/1/22,,,,,DEAD
3,3,STBR3,C01,cohort 4,6/1/22,,,,,DEAD
2,5,STBR3,D10,cohort 6,6/1/22,,,,,DEAD
3,8,STDI,C01,cohort 2,6/1/22,,,,,DEAD
2,2,STDR2,A09,cohort 1,6/1/22,,,,,DEAD
3,4,STDR2,B02,cohort 6,6/1/22,,,,,DEAD
2,4,STIN,D04,cohort 2,6/1/22,,,,,DEAD
2,4,STIN,G03,cohort 2,6/1/22,,,,,DEAD
3,1,STIN,B06,cohort 3,6/1/22,,,,,DEAD
2,4,STIN,F12,cohort 6,6/1/22,,,,,DEAD
2,7,STPO,B04,cohort 1,6/1/22,,,,,DEAD
2,7,STPO,E13,cohort 1,6/1/22,,,,,DEAD
2,7,STPO,B02,cohort 2,6/1/22,,,,,DEAD
3,7,STTO_TM2,C13,cohort 5,6/1/22,,,,,DEAD
4,9,CAAN1,D06,cohort 3,6/1/22,,,,,DIED
2,9,CAAN1,C03,cohort 6,6/1/22,,,,,DIED
2,9,CAAN1,A13,cohort 7,6/1/22,,,,,DIED
1,14,CAAN1,B08,cohort 7,6/1/22,,,,,DIED
1,14,CAAN1,B14,cohort 7,6/1/22,,,,,DIED
2,6,CAAN2,F14,cohort 4,6/1/22,,,,,DIED
4,10,CAAN2,A09,cohort 6,6/1/22,,,,,DIED
1,1,CAAN2,A05,cohort 7,6/1/22,,,,,DIED
4,10,CAAN2,A05,cohort 7,6/1/22,,,,,DIED
2,6,CAAN2,A13,cohort 7,6/1/22,,,,,DIED
3,2,CAAN2,B02,cohort 7,6/1/22,,,,,DIED
4,10,CAAN2,B14,cohort 7,6/1/22,,,,,DIED
1,1,CAAN2,F02,cohort 7,6/1/22,,,,,DIED
2,1,CACO1,D06,cohort 2,6/1/22,,,,,DIED
2,1,CACO1,B08,cohort 4,6/1/22,,,,,DIED
2,1,CACO1,G09,cohort 6,6/1/22,,,,,DIED
2,1,CACO1,A11,cohort 7,6/1/22,,,,,DIED
1,7,CACO1,B08,cohort 7,6/1/22,,,,,DIED
1,11,CAIN3,D02,cohort 3,6/1/22,,,,,DIED
2,3,CAIN3,B12,cohort 7,6/1/22,,,,,DIED
1,11,CAIN3,D10,cohort 7,6/1/22,,,,,DIED
1,11,CAIN3,E01,cohort 7,6/1/22,,,,,DIED
3,12,CAIN4,F12,cohort 2,6/1/22,,,,,DIED
4,12,CAIN4,G07,cohort 2,6/1/22,,,,,DIED
1,13,CAIN4,D02,cohort 4,6/1/22,,,,,DIED
3,8,STDI,A01,cohort 3,6/1/22,,,,,DIED
4,14,STDI,E13,cohort 4,6/1/22,,,,,DIED
2,4,STIN,C05,cohort 7,6/1/22,,,,,DIED
2,11,STTO_BH,A13,cohort 7,6/1/22,,,,,DIED
2,11,STTO_BH,B14,cohort 7,6/1/22,,,,,DIED
4,14,STDI,A05,cohort 3,6/1/22,,,,,DIED/AC
4,11,STDR2,B14,cohort 8,6/1/22,,,,,N
3,9,CAAM,E05,cohort 8,6/1/22,,,,,NO CONE
3,9,CAAM,F02,cohort 8,6/1/22,,,,,NO CONE
3,9,CAAM,G11,cohort 8,6/1/22,,,,,NO CONE
3,9,CAAM,G13,cohort 8,6/1/22,,,,,NO CONE
3,5,CAAN1,D02,cohort 2,6/1/22,,,,,NO CONE
3,5,CAAN1,A09,cohort 8,6/1/22,,,,,NO CONE
3,5,CAAN1,B14,cohort 8,6/1/22,,,,,NO CONE
3,5,CAAN1,C01,cohort 8,6/1/22,,,,,NO CONE
3,5,CAAN1,E11,cohort 8,6/1/22,,,,,NO CONE
3,5,CAAN1,E13,cohort 8,6/1/22,,,,,NO CONE
3,2,CAAN2,A11,cohort 8,6/1/22,,,,,NO CONE
3,2,CAAN2,D02,cohort 8,6/1/22,,,,,NO CONE
3,2,CAAN2,D14,cohort 8,6/1/22,,,,,NO CONE
3,2,CAAN2,E01,cohort 8,6/1/22,,,,,NO CONE
3,2,CAAN2,F02,cohort 8,6/1/22,,,,,NO CONE
3,2,CAAN2,F14,cohort 8,6/1/22,,,,,NO CONE
3,14,CACO1,E09,cohort 4,6/1/22,,,,,NO CONE
3,14,CACO1,B06,cohort 8,6/1/22,,,,,NO CONE
3,14,CACO1,C07,cohort 8,6/1/22,,,,,NO CONE
3,14,CACO1,D06,cohort 8,6/1/22,,,,,NO CONE
3,14,CACO1,D14,cohort 8,6/1/22,,,,,NO CONE
3,14,CACO1,E03,cohort 8,6/1/22,,,,,NO CONE
3,13,CAIN3,B12,cohort 8,6/1/22,,,,,NO CONE
3,13,CAIN3,C13,cohort 8,6/1/22,,,,,NO CONE
3,13,CAIN3,D08,cohort 8,6/1/22,,,,,NO CONE
3,13,CAIN3,E11,cohort 8,6/1/22,,,,,NO CONE
3,13,CAIN3,F04,cohort 8,6/1/22,,,,,NO CONE
3,12,CAIN4,B12,cohort 7,6/1/22,,,,,NO CONE
3,12,CAIN4,F10,cohort 7,6/1/22,,,,,NO CONE
3,12,CAIN4,B02,cohort 8,6/1/22,,,,,NO CONE
3,12,CAIN4,B10,cohort 8,6/1/22,,,,,NO CONE
3,12,CAIN4,D04,cohort 8,6/1/22,,,,,NO CONE
3,12,CAIN4,D06,cohort 8,6/1/22,,,,,NO CONE
3,12,CAIN4,E13,cohort 8,6/1/22,,,,,NO CONE
3,12,CAIN4,G09,cohort 8,6/1/22,,,,,NO CONE
3,8,STDI,C03,cohort 8,6/1/22,,,,,NO CONE
3,8,STDI,D04,cohort 8,6/1/22,,,,,NO CONE
3,8,STDI,E01,cohort 8,6/1/22,,,,,NO CONE
3,8,STDI,E03,cohort 8,6/1/22,,,,,NO CONE
3,4,STDR2,A11,cohort 8,6/1/22,,,,,NO CONE
3,4,STDR2,D04,cohort 8,6/1/22,,,,,NO CONE
3,4,STDR2,E03,cohort 8,6/1/22,,,,,NO CONE
3,4,STDR2,E05,cohort 8,6/1/22,,,,,NO CONE
3,4,STDR2,E13,cohort 8,6/1/22,,,,,NO CONE
3,4,STDR2,G03,cohort 8,6/1/22,,,,,NO CONE
3,10,STGL1,A13,cohort 8,6/1/22,,,,,NO CONE
3,10,STGL1,B02,cohort 8,6/1/22,,,,,NO CONE
3,10,STGL1,C01,cohort 8,6/1/22,,,,,NO CONE
3,10,STGL1,C05,cohort 8,6/1/22,,,,,NO CONE
3,10,STGL1,C09,cohort 8,6/1/22,,,,,NO CONE
3,10,STGL1,E13,cohort 8,6/1/22,,,,,NO CONE
3,11,STPO,G13,cohort 8,6/1/22,,,,,NO CONE
3,6,STTO_BH,G03,cohort 4,6/1/22,,,,,NO CONE
3,6,STTO_BH,B04,cohort 8,6/1/22,,,,,NO CONE
3,6,STTO_BH,C09,cohort 8,6/1/22,,,,,NO CONE
3,6,STTO_BH,D02,cohort 8,6/1/22,,,,,NO CONE
3,6,STTO_BH,E01,cohort 8,6/1/22,,,,,NO CONE
3,6,STTO_BH,E07,cohort 8,6/1/22,,,,,NO CONE
3,6,STTO_BH,F06,cohort 8,6/1/22,,,,,NO CONE
3,7,STTO_TM2,D08,cohort 8,6/1/22,,,,,NO CONE
3,7,STTO_TM2,D10,cohort 8,6/1/22,,,,,NO CONE
3,7,STTO_TM2,F12,cohort 8,6/1/22,,,,,NO CONE
3,7,STTO_TM2,G03,cohort 8,6/1/22,,,,,NO CONE
1,12,CAAM,G03,cohort 2,6/1/22,,,,,NO PLANT
3,9,CAAM,D06,cohort 3,6/1/22,,,,,NO PLANT
1,12,CAAM,D08,cohort 3,6/1/22,,,,,NO PLANT
1,12,CAAM,D10,cohort 3,6/1/22,,,,,NO PLANT
4,5,CAAM,F08,cohort 3,6/1/22,,,,,NO PLANT
2,8,CAAM,G01,cohort 3,6/1/22,,,,,NO PLANT
2,8,CAAM,G09,cohort 3,6/1/22,,,,,NO PLANT
3,9,CAAM,G09,cohort 3,6/1/22,,,,,NO PLANT
4,5,CAAM,G13,cohort 3,6/1/22,,,,,NO PLANT
1,12,CAAM,A13,cohort 4,6/1/22,,,,,NO PLANT
3,9,CAAM,A13,cohort 4,6/1/22,,,,,NO PLANT
1,12,CAAM,B04,cohort 4,6/1/22,,,,,NO PLANT
4,5,CAAM,C11,cohort 4,6/1/22,,,,,NO PLANT
1,12,CAAM,C13,cohort 4,6/1/22,,,,,NO PLANT
4,5,CAAM,D02,cohort 4,6/1/22,,,,,NO PLANT
2,8,CAAM,E09,cohort 4,6/1/22,,,,,NO PLANT
3,9,CAAM,G03,cohort 4,6/1/22,,,,,NO PLANT
2,8,CAAM,G13,cohort 4,6/1/22,,,,,NO PLANT
4,5,CAAM,F12,cohort 5,6/1/22,,,,,NO PLANT
1,12,CAAM,D02,cohort 6,6/1/22,,,,,NO PLANT
4,5,CAAM,D10,cohort 6,6/1/22,,,,,NO PLANT
1,12,CAAM,E05,cohort 6,6/1/22,,,,,NO PLANT
2,8,CAAM,E11,cohort 6,6/1/22,,,,,NO PLANT
2,8,CAAM,F04,cohort 6,6/1/22,,,,,NO PLANT
1,12,CAAM,G05,cohort 6,6/1/22,,,,,NO PLANT
3,9,CAAM,G05,cohort 6,6/1/22,,,,,NO PLANT
3,9,CAAM,G07,cohort 6,6/1/22,,,,,NO PLANT
4,5,CAAM,G07,cohort 6,6/1/22,,,,,NO PLANT
2,8,CAAM,G11,cohort 6,6/1/22,,,,,NO PLANT
3,9,CAAM,B12,cohort 7,6/1/22,,,,,NO PLANT
3,9,CAAM,C11,cohort 7,6/1/22,,,,,NO PLANT
2,8,CAAM,C13,cohort 7,6/1/22,,,,,NO PLANT
4,5,CAAM,C13,cohort 7,6/1/22,,,,,NO PLANT
3,9,CAAM,D08,cohort 7,6/1/22,,,,,NO PLANT
1,12,CAAM,E03,cohort 7,6/1/22,,,,,NO PLANT
3,9,CAAM,E07,cohort 7,6/1/22,,,,,NO PLANT
1,12,CAAM,E13,cohort 7,6/1/22,,,,,NO PLANT
2,8,CAAM,E13,cohort 7,6/1/22,,,,,NO PLANT
4,5,CAAM,F02,cohort 7,6/1/22,,,,,NO PLANT
2,8,CAAM,F06,cohort 7,6/1/22,,,,,NO PLANT
4,5,CAAM,F06,cohort 7,6/1/22,,,,,NO PLANT
2,8,CAAM,F08,cohort 7,6/1/22,,,,,NO PLANT
1,12,CAAM,G01,cohort 7,6/1/22,,,,,NO PLANT
