Pop,Bench,Block,Position,Cohort,long.repro.census.date,long.flower.bud.count,long.mature.fruit.count,long.pedicel.count,long.STTO.BH.height.cm,long.repro.notes,short.repro.census.date,short.flower.bud.count,short.mature.fruit.count,short.pedicel.count,short.STTO.BH.height.cm,short.repro.notes,transplant.height.cm,transplant.height.notes,Mid.Season.Height.Pheno.Stage,Mid.Season.Height.cm,Mid.Season.Height.Notes,First.Bud.Date,first.bud.height.cm,First.Flower.Date,first.flower.height.cm,First.Fruit.Date,first.fruit.height.cm,Death.Date,phenology.notes,biomass.BGB.STTO.BH.g,total.ABG.biomass,biomass.notes,plant.date,transplant.date,rando.date,long.fruit.count.seeds,long.seed.counts,long.seed.weight.g,Season,Species
STPO,1,3,F02,cohort 1,6/22/22,0,0,4,,,6/1/22,3,0,3,NA,,0.7,,V,1.1,,5/20/22,4.2,5/31/22,4.1,NA,NA,NA,,NA,0.0178,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,1,3,F06,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,1,NA,ON SHORT SEASON BENCH,0.5,,V,2.6,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0057,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STPO
STPO,1,3,G03,cohort 1,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,3,NA,,0.7,,V,3.1,,4/25/22,10.2,5/13/22,12.5,NA,NA,NA,,NA,0.0114,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,2,7,B04,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.8,,X,NA,,NA,NA,NA,NA,NA,NA,1/10/22,,NA,0,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,2,7,B06,cohort 1,6/22/22,0,0,4,,,6/1/22,0,0,4,NA,,0.4,,V,6.8,,4/4/22,13.7,4/22/22,15.5,5/6/22,15.5,NA,,NA,0.0197,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,2,7,B08,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,4,NA,ON SHORT SEASON BENCH,0.6,,V,8.9,,3/25/22,11.1,4/8/22,13.6,NA,NA,NA,,NA,0.0203,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STPO
STPO,2,7,B10,cohort 1,6/22/22,0,0,2,,,6/1/22,1,0,3,NA,,0.6,,V,3.1,,5/2/22,10.1,5/20/22,12.3,NA,NA,NA,,NA,0.0125,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,2,7,E13,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.7,,X,NA,,NA,NA,NA,NA,NA,NA,12/31/21,,NA,0,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STPO
STPO,2,7,G09,cohort 1,6/22/22,0,0,4,,red sword,6/1/22,0,0,2,NA,,1,,V,2.6,,NA,NA,NA,NA,NA,NA,6/15/22,,NA,0.0106,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,3,11,A05,cohort 1,6/22/22,2,0,7,,,6/1/22,2,0,0,NA,,1.1,,V,3.8,,4/4/22,9.2,4/20/22,11.5,5/13/22,13.1,NA,,NA,0.0178,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,3,11,A07,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,3,NA,ON SHORT SEASON BENCH,0.8,,V,5.9,,4/13/22,12.7,5/2/22,15.8,NA,NA,NA,,NA,0.0166,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STPO
STPO,3,11,D12,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,1,NA,ON SHORT SEASON BENCH,0.8,,V,4.5,,4/20/22,10.8,NA,NA,NA,NA,NA,,NA,0.0062,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STPO
STPO,3,11,E07,cohort 1,6/22/22,0,0,6,,,6/1/22,3,3,0,NA,,0.9,,V,7.6,,4/6/22,15.1,4/27/22,21.1,5/25/22,21.7,NA,,NA,0.0275,,9/20/21,10/7/21,10/28/21,2,0,0,LONG,STPO
STPO,3,11,F02,cohort 1,6/22/22,0,0,4,,,6/1/22,3,1,0,NA,,0.9,,V,3.7,,5/2/22,9.2,5/20/22,11.1,6/13/22,11.4,NA,,NA,0.0136,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,3,11,F06,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,0,NA,ON SHORT SEASON BENCH,1.2,,V,4.8,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0111,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STPO
STPO,4,3,A01,cohort 1,6/22/22,0,0,8,,,6/1/22,3,0,4,NA,,1,,V,3.2,,4/1/22,8.9,4/20/22,13.4,5/6/22,14,NA,,NA,0.0243,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,4,3,A07,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,2,NA,ON SHORT SEASON BENCH,1.3,,V,9.2,,3/25/22,14.5,4/20/22,21.4,NA,NA,NA,,NA,0.0277,,9/20/21,10/7/21,10/28/21,2,0,0,SHORT,STPO
STPO,4,3,B12,cohort 1,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,1,NA,,0.6,,V,2.4,,NA,NA,NA,NA,NA,NA,NA,,NA,0.01,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,4,3,E03,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,2,NA,ON SHORT SEASON BENCH,1.1,,V,5.6,,4/1/22,12,4/18/22,16.7,NA,NA,NA,,NA,0.0159,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STPO
STPO,4,3,F10,cohort 1,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.1,,V,3.3,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0077,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STPO
STPO,4,3,G11,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,0,NA,ON SHORT SEASON BENCH,1.5,,V,2.5,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0094,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STPO
STPO,1,3,A09,cohort 2,6/22/22,0,2,1,,,6/1/22,0,2,2,NA,,1,,V,2,,4/6/22,8.4,4/29/22,14.1,5/20/22,14.7,NA,,NA,0.0188,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,1,3,C07,cohort 2,6/22/22,0,2,1,,,6/1/22,0,0,3,NA,,0.9,,V,2,,4/6/22,7.9,4/27/22,11.1,5/25/22,11.8,NA,,NA,0.0139,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,1,3,C11,cohort 2,6/22/22,0,0,4,,,6/1/22,4,0,2,NA,,0.7,,V,0.6,,NA,NA,5/20/22,3.8,NA,NA,NA,,NA,0.0106,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,1,3,F12,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.8,,V,4,,3/28/22,9.5,4/13/22,11.7,NA,NA,4/25/22,,NA,0.012,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,1,3,G05,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.5,,V,0.8,,NA,NA,NA,NA,NA,NA,5/20/22,1.0 at death,NA,0,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,1,3,G07,cohort 2,6/22/22,0,0,4,,,6/1/22,2,0,1,NA,,0.8,,V,1.4,,4/15/22,6.9,5/20/22,7.5,NA,NA,NA,,NA,0.0077,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,2,7,A09,cohort 2,6/22/22,0,0,4,,,6/1/22,0,0,5,NA,,1,,V,4.1,,4/11/22,14,5/2/22,16.5,6/13/22,16.7,NA,,NA,0.015,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,2,7,A11,cohort 2,6/22/22,0,0,8,,,6/1/22,4,4,2,NA,,1,,V,3.8,,4/13/22,10,5/2/22,13.3,5/20/22,14.5,NA,,NA,0.0229,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,2,7,B02,cohort 2,6/22/22,0,0,1,,red sword but biomass present,6/1/22,NA,NA,NA,NA,DEAD,1.1,,V,0.8,,NA,NA,NA,NA,NA,NA,6/17/22,,NA,0,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,2,7,E05,cohort 2,6/22/22,0,0,5,,,6/1/22,0,0,4,NA,,0.7,,V,3.6,,4/20/22,14,5/9/22,17.4,5/25/22,17.8,NA,,NA,0.0274,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,2,7,F04,cohort 2,6/22/22,0,1,3,,,6/1/22,1,2,0,NA,,0.7,,V,2.6,,4/27/22,11.2,5/20/22,16.1,6/13/22,16.9,NA,,NA,0.0186,,10/11/21,10/28/21,11/18/21,3,1,3.00E-04,LONG,STPO
STPO,2,7,G05,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,1,NA,,0.5,replaced by extra,V,0.6,,NA,NA,NA,NA,NA,NA,6/15/22,plant missing,NA,0.0117,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,3,11,A11,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.2,,V,6,,3/28/22,11.8,4/18/22,14.7,5/13/22,15.1,5/25/22,,NA,0.0161,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,3,11,B04,cohort 2,6/22/22,0,0,5,,,6/1/22,2,4,0,NA,,0.7,,V,3,,4/6/22,10.1,4/29/22,14.9,5/13/22,15,NA,,NA,0.0213,,10/11/21,10/28/21,11/18/21,2,0,0,LONG,STPO
STPO,3,11,B06,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,,X,NA,,NA,NA,NA,NA,NA,NA,2/11/22,,NA,0.075,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,3,11,B10,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.8,,V,2.5,,4/13/22,13.2,5/6/22,18.4,NA,NA,5/25/22,,NA,0.0194,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,3,11,B14,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,0,NA,,1,,V,1,,NA,NA,NA,NA,NA,NA,6/15/22,,NA,0.0062,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,3,11,E09,cohort 2,6/22/22,0,0,2,,,6/1/22,2,0,0,NA,,0.6,,V,1.5,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0059,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,4,3,C09,cohort 2,6/22/22,0,0,7,,,6/1/22,2,0,3,NA,,0.7,,V,1.5,,4/13/22,6.8,6/3/22,11.1,NA,NA,NA,,NA,0.0156,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,4,3,C11,cohort 2,6/22/22,0,0,3,,,6/1/22,0,0,2,NA,,0.4,,V,1,,5/6/22,9.2,5/20/22,10.5,NA,NA,NA,,NA,0.0103,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,4,3,D10,cohort 2,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,0.5,,V,0.5,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0029,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,4,3,E01,cohort 2,6/22/22,0,0,6,,,6/1/22,0,0,1,NA,,0.5,,V,1.2,,5/18/22,4.1,NA,NA,NA,NA,NA,,NA,0.0051,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,4,3,E05,cohort 2,6/22/22,0,0,2,,,6/1/22,0,0,1,NA,,0.6,,V,1.2,,4/20/22,10.5,5/2/22,10.2,NA,NA,NA,,NA,0.0102,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,4,3,E09,cohort 2,6/22/22,0,0,1,,,6/1/22,0,0,1,NA,,0.5,,V,0.6,,4/27/22,9.3,NA,NA,NA,NA,NA,,NA,0.0117,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STPO
STPO,1,3,B14,cohort 3,6/22/22,0,2,3,,,6/1/22,1,2,3,NA,,1,,V,2.5,,4/13/22,11.6,4/22/22,12.4,5/13/22,15,NA,,NA,0.0306,,11/1/21,11/18/21,12/9/21,1,5,6.00E-04,LONG,STPO
STPO,1,3,C03,cohort 3,6/22/22,4,0,5,,,6/1/22,1,0,4,NA,,1.2,replaced by extra,V,2.9,,4/20/22,8.9,5/6/22,10.3,NA,NA,NA,,NA,0.0171,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,1,3,C09,cohort 3,6/22/22,2,4,2,,,6/1/22,0,3,6,NA,,0.9,,V,6.1,,4/1/22,12.4,4/20/22,15.4,5/6/22,15,NA,,NA,0.0327,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,1,3,E03,cohort 3,6/22/22,3,0,9,,,6/1/22,4,0,4,NA,,1.1,,V,3,,4/15/22,10,5/6/22,12.8,NA,NA,NA,,NA,0.0152,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,1,3,F04,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.2,,X,NA,,NA,NA,NA,NA,NA,NA,12/31/21,,NA,0,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,1,3,G09,cohort 3,6/22/22,0,4,6,,,6/1/22,3,0,8,NA,,1.6,,V,6.5,,4/4/22,13.9,4/20/22,17.3,5/20/22,19.4,NA,,NA,0.043,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,2,7,A03,cohort 3,6/22/22,2,0,3,,,6/1/22,1,0,0,NA,,1.2,,V,1.1,,5/25/22,6.6,NA,NA,NA,NA,NA,,NA,0.0075,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,2,7,D08,cohort 3,6/22/22,0,0,5,,,6/1/22,0,0,4,NA,,1.3,,V,4.2,,4/8/22,12.8,4/25/22,15.3,5/20/22,15,NA,,NA,0.0207,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,2,7,E01,cohort 3,6/22/22,0,0,3,,,6/1/22,0,3,0,NA,,1.1,,V,3.9,,4/6/22,12.2,4/27/22,15.8,5/20/22,16.5,NA,,NA,0.0231,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,2,7,E11,cohort 3,6/22/22,0,0,10,,,6/1/22,5,5,1,NA,,0.7,,V,6.2,,4/11/22,20.1,5/2/22,26.4,5/11/22,27.6,NA,,NA,0.0586,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,2,7,F06,cohort 3,6/22/22,0,0,1,,,6/1/22,0,0,0,NA,,0.6,,V,1.2,,5/20/22,2.2,NA,NA,NA,NA,NA,,NA,0.0056,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,2,7,F14,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,,X,NA,,NA,NA,NA,NA,NA,NA,1/7/22,,NA,0,NO PLANT,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,3,11,B02,cohort 3,6/22/22,0,0,0,,,6/1/22,0,0,1,NA,,1.2,,V,3.5,,NA,NA,NA,NA,NA,NA,,,NA,0.0117,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,3,11,C09,cohort 3,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,0.8,,V,1.1,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0078,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,3,11,D14,cohort 3,6/22/22,0,0,3,,,6/1/22,0,4,1,NA,,0.8,,V,4.7,,4/6/22,9.6,5/2/22,14.2,5/13/22,14.4,NA,,NA,0.0172,,11/1/21,11/18/21,12/9/21,4,0,0,LONG,STPO
STPO,3,11,E03,cohort 3,6/22/22,0,0,12,,,6/1/22,5,1,2,NA,,1.3,,V,9.8,,3/25/22,16.2,4/18/22,24.6,NA,NA,NA,,NA,0.0487,,11/1/21,11/18/21,12/9/21,1,0,0,LONG,STPO
STPO,3,11,E13,cohort 3,6/22/22,0,0,10,,,6/1/22,3,4,0,NA,,1.4,,V,5.3,,4/6/22,12.5,4/27/22,17.5,5/20/22,18.9,NA,,NA,0.0369,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,3,11,G09,cohort 3,6/22/22,0,0,4,,,6/1/22,2,0,2,NA,,0.9,,V,2.6,,NA,NA,NA,NA,NA,NA,6/17/22,,NA,0,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,4,3,B08,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1,,X,NA,,NA,NA,NA,NA,NA,NA,12/31/21,,NA,0,NO PLANT,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,4,3,B14,cohort 3,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.7,,X,NA,,NA,NA,NA,NA,NA,NA,2/18/22,,NA,0.0048,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,4,3,C05,cohort 3,6/22/22,0,0,3,,,6/1/22,0,0,0,NA,,0.6,,V,2,,4/13/22,6,5/6/22,6.1,5/20/22,6.3,NA,,NA,0.0079,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,4,3,D08,cohort 3,6/22/22,0,0,9,,,6/1/22,4,0,4,NA,,0.9,,V,3.1,,4/25/22,12.2,5/2/22,9.6,5/9/22,14.8,NA,,NA,0.0259,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,4,3,F04,cohort 3,6/22/22,0,0,4,,,6/1/22,1,0,3,NA,,1.2,,V,1.2,,5/6/22,12,5/23/22,15.1,NA,NA,NA,,NA,0.0208,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,4,3,G05,cohort 3,6/22/22,0,0,16,,,6/1/22,4,1,8,NA,,1.1,,V,6.4,,4/6/22,17.2,4/29/22,23.9,5/25/22,26.5,NA,,NA,0.0626,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STPO
STPO,1,3,A11,cohort 4,6/22/22,0,0,4,,,6/1/22,5,0,2,NA,,1.1,,V,1.4,,5/18/22,6.5,5/31/22,7.5,NA,NA,NA,,NA,0.0058,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,1,3,B12,cohort 4,6/22/22,0,0,2,,,6/1/22,3,0,0,NA,,1,late trans 12/16,V,0.9,,5/20/22,8.9,5/27/22,9.4,NA,NA,NA,,NA,0.006,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,2,7,C07,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,0.9,,V,0.6,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0044,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,2,7,D04,cohort 4,6/22/22,NA,NA,NA,NA,,6/1/22,4,0,0,NA,,1.1,late trans 12/16,V,1.1,,5/20/22,11.8,5/31/22,15.2,6/13/22,15.8,NA,,NA,0.0109,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,2,7,D06,cohort 4,6/22/22,0,1,2,,,6/1/22,0,0,0,NA,,0.2,cohort 3 late transplant 12/16,V,0.4,,NA,NA,NA,NA,NA,NA,NA,,NA,0,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,3,11,A09,cohort 4,6/22/22,0,0,1,,,6/1/22,1,0,0,NA,,1,,V,0.8,,6/8/22,6.3,6/13/22,6.6,NA,NA,NA,,NA,0.003,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,3,11,B12,cohort 4,6/22/22,0,0,3,,,6/1/22,0,0,0,NA,,0.5,late trans 12/16,V,0.7,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0035,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,3,11,D02,cohort 4,6/22/22,2,0,2,,,6/1/22,0,0,0,NA,,0.9,cohort 3 late transplant 12/16,V,0.6,,6/13/22,5.7,NA,NA,NA,NA,NA,,NA,0.0028,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,4,3,D04,cohort 4,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1,,V,0.6,,NA,NA,NA,NA,NA,NA,NA,,NA,6.00E-04,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,4,3,E07,cohort 4,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1,,V,0.6,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0022,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,4,3,F02,cohort 4,6/22/22,0,0,0,,,6/1/22,0,0,1,NA,,0.9,late trans 12/16,V,1.5,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0063,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,4,3,G03,cohort 4,6/22/22,1,0,0,,,6/1/22,2,0,0,NA,,0.7,late trans 12/16,V,0.6,,5/27/22,6.1,NA,NA,NA,NA,NA,,NA,0.0077,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STPO
STPO,1,3,A01,cohort 5,6/22/22,2,0,0,,Flowers are dry,6/1/22,5,0,0,NA,,0.4,,V,0.4,,5/25/22,8.1,6/10/22,10.8,NA,NA,NA,,NA,0.0091,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,1,3,A13,cohort 5,6/22/22,0,1,7,,,6/1/22,3,3,0,NA,,0.9,,V,1.1,,4/8/22,5,5/20/22,17.6,6/3/22,19.2,NA,,NA,0.0224,,12/13/21,12/30/21,1/20/22,4,0,0,LONG,STPO
STPO,1,3,B02,cohort 5,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1,late 1/11,V,0.4,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0031,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,1,3,D04,cohort 5,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,0,NA,,0.3,petri 1/11,V,0.1,v small,4/8/22,4.9,NA,NA,NA,NA,NA,1/24 very small,NA,0.0015,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,2,7,A01,cohort 5,6/22/22,0,0,3,,,6/1/22,1,0,0,NA,,1.1,,V,1.6,,6/6/22,8.1,NA,NA,NA,NA,NA,,NA,0.0102,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,2,7,A07,cohort 5,6/22/22,0,0,3,,,6/1/22,2,0,0,NA,,0.6,,V,0.7,,5/23/22,5.4,6/18/22,6.2,NA,NA,NA,,NA,0.0042,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,2,7,C13,cohort 5,6/22/22,0,2,2,,,6/1/22,3,0,0,NA,,1.1,late 1/11 ,V,1.8,,5/11/22,10.1,5/27/22,13.6,6/13/22,14,NA,,NA,0.0114,,12/13/21,12/30/21,1/20/22,2,3,4.00E-04,LONG,STPO
STPO,2,7,F08,cohort 5,6/22/22,1,0,1,,,6/1/22,1,0,0,NA,,0.3,petri 1/11,V,0.9,,6/6/22,8.2,6/13/22,9.5,NA,NA,NA,,NA,0.0044,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,3,11,A01,cohort 5,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,0.9,,V,1.4,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0068,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,3,11,A03,cohort 5,6/22/22,0,0,3,,,6/1/22,1,0,0,NA,,0.7,,V,0.9,,5/31/22,8.9,6/6/22,9,NA,NA,NA,,NA,0.006,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,3,11,E05,cohort 5,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,0,NA,,1.9,late 1/11,V,1.3,,NA,NA,NA,NA,NA,NA,6/15/22,,NA,0.0022,NO PLANT,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,3,11,F04,cohort 5,6/22/22,1,0,0,,,6/1/22,0,0,0,NA,,0.4,petri 1/11,V,0.7,,6/13/22,7.8,NA,NA,NA,NA,NA,,NA,0.0067,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,4,3,B10,cohort 5,6/22/22,0,0,1,,,6/1/22,1,0,0,NA,,0.8,,V,1,,6/3/22,5.6,NA,NA,NA,NA,NA,,NA,0.0064,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,4,3,C13,cohort 5,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,0,NA,,0.9,petri 1/11,V,1,,NA,NA,NA,NA,NA,NA,6/6/22,,NA,0.0107,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STPO
STPO,1,3,A03,cohort 6,6/22/22,0,0,2,,,6/1/22,4,0,0,NA,,1.1,,V,0.6,,5/23/22,7.6,6/6/22,10.9,NA,NA,NA,,NA,0.0076,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STPO
STPO,1,3,D06,cohort 6,6/22/22,0,0,4,,,6/1/22,1,0,0,NA,,1.1,,V,1,,6/6/22,5.2,6/13/22,6,NA,NA,NA,,NA,0.0079,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STPO
STPO,1,3,D08,cohort 6,6/22/22,0,0,2,,,6/1/22,2,0,0,NA,,0.7,,V,0.7,,6/6/22,9.4,NA,NA,NA,NA,NA,,NA,0.0113,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STPO
STPO,1,3,E05,cohort 6,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,0,NA,,0.5,,V,0.4,,NA,NA,NA,NA,NA,NA,NA,,NA,0.004,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STPO
STPO,1,3,E13,cohort 6,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,0,NA,,0.9,,V,0.5,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0043,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STPO
